"Downloaded on",03/04/2025,"18:45:05 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22113%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 2988",https://www.congress.gov/bill/113th-congress/senate-bill/2988,"113th Congress (2013-2014)","A bill to amend the Congressional Budget Act of 1974 to establish a Federal regulatory budget and to impose cost controls on that budget, and for other purposes.","Lee, Mike [Sen.-R-UT] (Introduced 12/08/2014)",Republican,12/08/2014,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",12/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative law and regulatory procedures","Budget process","Congressional oversight","Economic performance and conditions","Executive agency funding and structure","Government Operations and Politics","Government studies and investigations","Legislative rules and procedure","Small business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Regulatory Cost Assessment Act of 2014 - Amends the Congressional Budget Act of 1974 to establish and enforce a federal regulatory budget. </p> <p>Requires the Office of Management and Budget (OMB) and the Congressional Budget Office (CBO) to submit jointly to the President and Congress an analysis of the cost and economic effects of federal regulations, including recommendations for improvements to the regulatory budgeting process. </p> <p>Requires CBO to submit: (1) a baseline projecting the federal regulatory cost over at least five fiscal years, (2) analysis of the regulatory cost of legislation reported by congressional committees, and (3) look-back reviews comparing CBO estimates with actual costs.</p> <p>Requires a concurrent resolution on the budget to include levels for the federal regulatory cost for at least five fiscal years. Establishes a process for allocating the totals among congressional committees and subcommittees, programs, and major functional categories. Establishes a point of order against legislation that would cause the allocations to be exceeded and specifies requirements for waiving the point of order. </p> <p>Requires the President's budget to include an analysis of the cost of compliance with current and proposed federal regulations and proposals for complying with the levels and allocations established under this Act. </p> <p>Amends the Regulatory Flexibility Act to require agencies to provide additional analysis of the private sector costs for compliance with new regulations. </p> <p>Requires federal agencies and the Government Accountability Office to provide reports and cost estimates for specified regulations. </p>",,,,,,
"S. 2987",https://www.congress.gov/bill/113th-congress/senate-bill/2987,"113th Congress (2013-2014)","A bill to expand the boundary of Fort Frederica National Monument in the State of Georgia, and for other purposes.","Chambliss, Saxby [Sen.-R-GA] (Introduced 12/08/2014)",Republican,12/08/2014,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",12/08/2014,"Isakson, Johnny [Sen.-R-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Georgia,"Historic sites and heritage areas","Land transfers","Military history","Monuments and memorials","Parks, recreation areas, trails","Public Lands and Natural Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"12/17/2014 Referred to the Subcommittee on Public Lands and Environmental Regulation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Fort Frederica National Monument Boundary Expansion Act of 2014 - Expands the boundary of the Fort Frederica National Monument on Saint Simon Island, Georgia. Increases the maximum number of acres that may be included in the monument from 250 to 525 acres.</p>",,,,,,
"S. 2984",https://www.congress.gov/bill/113th-congress/senate-bill/2984,"113th Congress (2013-2014)","A bill to modify the definition of cotton futures contracts in the United States Cotton Futures Act.","Chambliss, Saxby [Sen.-R-GA] (Introduced 12/04/2014)",Republican,12/04/2014,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",12/04/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Agricultural trade","Agriculture and Food","Commodities markets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"12/11/2014 Received in the Senate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends the United States Cotton Futures Act to exclude cotton future contracts involving cotton that is grown outside of the United States and tendered for delivery from coverage under the Act, including the requirement that the cotton be classified by the Department of Agriculture (USDA).</p>",,,,,,
"S. 2983",https://www.congress.gov/bill/113th-congress/senate-bill/2983,"113th Congress (2013-2014)","U.S. Merchant Marine Academy Improvement Act of 2014","Wicker, Roger F. [Sen.-R-MS] (Introduced 12/04/2014)",Republican,12/04/2014,"Senate - Commerce, Science, and Transportation","Held at the desk.",12/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Education programs funding","Educational facilities and institutions","Higher education","Marine and inland water transportation","Military education and training","New York State","Transportation and Public Works",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"12/09/2014 Referred to the House Committee on Armed Services.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>(This measure has not been amended since it was introduced. The summary of that version is repeated here.)</b></p> <p>U.S. Merchant Marine Academy Improvement Act of 2014 - Authorizes the Administrator of the Maritime Administration to:</p> <ul> <li> accept a gift of money from the U.S. Merchant Marine Academy Alumni Association and Foundation, Inc. in order to renovate Melville Hall on the campus of the U.S. Merchant Marine Academy; and </li> <li>enter into a contract with the Foundation for the Hall's operation. </li></ul>",,,,,,
"S. 2982",https://www.congress.gov/bill/113th-congress/senate-bill/2982,"113th Congress (2013-2014)","A bill to provide for the issuance of a forever stamp to honor the sacrifices of the brave men and women of the Armed Forces who are still prisoner, missing, or unaccounted for, and for other purposes.","Toomey, Patrick [Sen.-R-PA] (Introduced 12/04/2014)",Republican,12/04/2014,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",12/04/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Government Operations and Politics","Military personnel and dependents","Postal service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"07/23/2013 Referred to the House Committee on Oversight and Government Reform.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Perpetual POW/MIA Stamp Act of 2014 - Directs the U.S. Postal Service (USPS) to issue a forever stamp that: (1) honors the sacrifices of the members of the Armed Forces who have been prisoners of war, missing in action, or unaccounted for; and (2) depicts the National League of Families POW/MIA flag.</p>",,,,,,
"S. 2978",https://www.congress.gov/bill/113th-congress/senate-bill/2978,"113th Congress (2013-2014)","A bill to direct the Secretary of Veterans Affairs to designate at least one city in the United States each year as an American World War II City, and for other purposes.","Burr, Richard [Sen.-R-NC] (Introduced 12/04/2014)",Republican,12/04/2014,"Senate - Armed Services","Read twice and referred to the Committee on Armed Services.",12/04/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Armed Forces and National Security","Conflicts and wars","Congressional tributes","Military history","North Carolina","Urban and suburban affairs and development","Veterans' organizations and recognition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"03/08/2013 Referred to the Subcommittee on Disability Assistance and Memorial Affairs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Directs the Secretary of Veterans Affairs (VA) to designate at least one city in the United States each year as an &quot;American World War II City&quot; based on: (1) contributions to the war effort during World War II; and (2) efforts to preserve the history of such contributions, including preservation organizations or museums, restoration of World War II facilities, and recognition of World War II veterans.</p> <p>Designates Wilmington, North Carolina, as the first such city.</p>",,,,,,
"S. 2976",https://www.congress.gov/bill/113th-congress/senate-bill/2976,"113th Congress (2013-2014)","A bill to amend the Commodity Exchange Act and the Securities Exchange Act of 1934 to specify how clearing requirements apply to certain affiliate transactions, and for other purposes.","Collins, Susan M. [Sen.-R-ME] (Introduced 12/04/2014)",Republican,12/04/2014,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",12/04/2014,"Klobuchar, Amy [Sen.-D-MN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Banking and financial institutions regulation","Commodities markets","Finance and Financial Sector",Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,H.R.4413,H.R.5405,H.R.5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"06/25/2014 Received in the Senate and Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.","09/17/2014 Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.","12/10/2014 Referred to the Committee on Agriculture, Nutrition, and Forestry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Derivatives End-Users Clarification Act - Amends the Commodity Exchange Act and the Securities Exchange Act of 1934 to revise the treatment of affiliate transactions that may be exempt from clearing requirements to authorize such an exemption only if the affiliate enters into the swap to hedge or mitigate the commercial risk of the person that is not a financial entity (as under current law), on the condition that an appropriate credit support measure or other mechanism shall be used if the hedge or mitigation of commercial risk is addressed by entering into: (1) a swap with either a swap dealer or major swap participant, or (2) a security-based swap with a security-based swap dealer or major security-based swap participant.</p> <p> Applies this subtitle only to swaps or security-based swaps entered into after enactment of this Act. </p>",,,,,,
"S. 2975",https://www.congress.gov/bill/113th-congress/senate-bill/2975,"113th Congress (2013-2014)","A bill to amend title XVIII of the Social Security Act to require State licensure and bid surety bonds for entities submitting bids under the Medicare durable medical equipment, prosthetics, orthotics, and supplies (DMEPOS) competitive acquisition program, and for other purposes.","Portman, Rob [Sen.-R-OH] (Introduced 12/04/2014)",Republican,12/04/2014,"Senate - Finance","Read twice and referred to the Committee on Finance.",12/04/2014,"Cardin, Benjamin L. [Sen.-D-MD]","Bennet, Michael F. [Sen.-D-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Health,"Health technology, devices, supplies","Licensing and registrations",Medicare,"Public contracts and procurement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.4920,H.R.5809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"06/19/2014 Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.","12/12/2014 Referred to the Subcommittee on Health.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Medicare DMEPOS Competitive Bidding Improvement Act of 2014 - Amends title XVIII (Medicare) of the Social Security Act with respect to the Medicare durable medical equipment, prosthetics, orthotics, and supplies (DMEPOS) competitive acquisition program.</p> <p>Prohibits the Secretary of Health and Human Services (HHS) from accepting a bid from an entity for an area unless it: (1) meets state licensure requirements for the area for all items in the submitted bid for a product category, and (2) has obtained a bid surety bond of between $50,000 and $100,000 for each such area.</p> <p>Prescribes requirements for the treatment of losing bidders and successful bidders that do not accept a contract.</p>",,,,,,
"S. 2969",https://www.congress.gov/bill/113th-congress/senate-bill/2969,"113th Congress (2013-2014)","A bill to authorize the transfer of certain items under the control of the Omar Bradley Foundation to the descendants of General Omar Bradley.","Toomey, Patrick [Sen.-R-PA] (Introduced 12/02/2014)",Republican,12/02/2014,"Senate - Armed Services","Read twice and referred to the Committee on Armed Services.",12/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Armed Forces and National Security","Military history","Military personnel and dependents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>General of the Army Omar Bradley Property Transfer Act of 2014 - Authorizes the Omar Bradley Foundation, Pennsylvania,&nbsp;to transfer, without consideration, to the child of General of the Army Omar Nelson Bradley and his first wife, Mary Elizabeth Quayle Bradley, such items of the Omar Bradley estate under the control of the Foundation as the Secretary of the Army determines to be without historic value to the Army, provided a claim for such a transfer is submitted within 180 days after enactment of this Act.</p>",,,,,,
"S. 2967",https://www.congress.gov/bill/113th-congress/senate-bill/2967,"113th Congress (2013-2014)","A bill to prohibit the Federal Government from mandating, incentivizing, or coercing States to adopt the Common Core State Standards or any other specific academic standards, instructional content, curricula, assessments, or programs of instruction.","Vitter, David [Sen.-R-LA] (Introduced 12/02/2014)",Republican,12/02/2014,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",12/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Academic performance and assessments",Education,"Education programs funding","Elementary and secondary education","Intergovernmental relations","School administration","State and local government operations","Teaching, teachers, curricula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Local Control of Education Act - Amends the Elementary and Secondary Education Act of 1965 (ESEA) to prohibit the federal government from directly or indirectly mandating, directing, controlling, incentivizing, or conditioning federal support on a state's, local educational agency's (LEA's), or school's adoption of:</p> <ul> <li> the Common Core State Standards, any other academic standards common to a number of states, or any statewide or nationally recognized content standards; or </li> <li> any assessment, instructional content, or curriculum aligned to, or based on, specific academic standards.</li> </ul> <p>Amends the American Recovery and Reinvestment Act of 2009 to make those prohibitions applicable to grants awarded under the Race to the Top program for innovations and reforms in elementary and secondary education.</p> <p>Prohibits the Secretary of Education from conditioning the provision of a statutory or regulatory waiver under the ESEA on a state, LEA, Indian tribe, or school adopting any specific instructional content, academic standard, assessment, curriculum, or program of instruction. Makes that prohibition applicable to future and previously issued waivers.</p>",,,,,,
