"Downloaded on",03/05/2025,"13:18:52 EST"
"Search URL",https://www.congress.gov/search?pageSort=documentNumber%3Adesc&q=%7B%22congress%22%3A%5B%22109%22%5D%2C%22type%22%3A%22bills%22%2C%22party%22%3A%22Democratic%22%2C%22chamber%22%3A%22Senate%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 4106",https://www.congress.gov/bill/109th-congress/senate-bill/4106,"109th Congress (2005-2006)","A bill to provide for research into the development of energy-efficient technologies and to foster the introduction of energy-efficient technologies into the marketplace, with the goal of reducing United States oil imports.","Schumer, Charles E. [Sen.-D-NY] (Introduced 12/07/2006)",Democratic,12/07/2006,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",12/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Automobile tires","Venture capital",Coal,"Advice and consent of the Senate","Cogeneration of electric power and heat",Commerce,Commercialization,"Computer software",Congress,"Congressional reporting requirements","Department of Energy","Electric power transmission",Electronics,Energy,"Energy conservation","Energy efficiency","Energy industries","Energy research","Executive reorganization","Federal advisory bodies","Fuel cells","Fuel consumption","Government Operations and Politics","Government publicity",Hydrogen,Imports,Legislation,Methane,Petroleum,"Presidential appointments","Research and development","Science, Technology, Communications",Superconductivity,"Technological innovations","Transportation and Public Works","Biomass energy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>National Energy Efficiency Development Act - Establishes the National Energy Efficiency Development Administration, headed by an Administrator who shall be appointed by the President, by and with the consent of the Senate, to develop energy-efficient technologies and reduce U.S. imports of oil by 50% by 2015.</p> <p>Establishes in the Administration: (1) a Policy Advisory Committee; (2) an Office of Administration (to include an Energy Efficiency Economics Division, an Education Division, and the position of General Counsel); (3) an Office of Policy, Research, and Development; and (4) an Office of Venture Capital.</p> <p>Authorizes the Administrator to solicit the development of energy-effcient technologies. </p>",,,,,,
"S. 4105",https://www.congress.gov/bill/109th-congress/senate-bill/4105,"109th Congress (2005-2006)","A bill to authorize the project for hurricane and storm damage reduction, Morganza to the Gulf of Mexico, Louisiana.","Landrieu, Mary L. [Sen.-D-LA] (Introduced 12/07/2006)",Democratic,12/07/2006,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works.",12/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Water Resources Development","Economics and Public Finance","Emergency Management","Federal aid to water resources development","Flood damage prevention","Gulf of Mexico","Hurricane aftermath legislation",Hurricanes,"Intracoastal waterways",Louisiana,"Maintenance and repair",Navigation,"Transportation and Public Works","Construction costs",Canals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.6428,,,,,,,,,,,,CRS,,,"12/09/2006 Received in the Senate.",,,,,,,,,,," <p>Directs the Secretary of the Army to carry out the hurricane and storm damage reduction project, Morganza to the Gulf of Mexico, Louisiana, in accordance with the Chief of Engineers' reports of August 23, 2002, and July 22, 2003, at specified federal and non-federal costs. Makes the operation, maintenance, repair, rehabilitation, and replacement of the Houma Navigation Canal lock complex and the Gulf Intracoastal Waterway floodgate features of the project that provide for inland waterway transportation a federal responsibility.</p>",,,,,,
"S. 4103",https://www.congress.gov/bill/109th-congress/senate-bill/4103,"109th Congress (2005-2006)","A bill to prevent nuclear terrorism, and for other purposes.","Clinton, Hillary Rodham [Sen.-D-NY] (Introduced 12/07/2006)",Democratic,12/07/2006,"Senate - Armed Services","Read twice and referred to the Committee on Armed Services.",12/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Smuggling,Standards,Terrorism,"Uranium enrichment","Advice and consent of the Senate","Armed Forces and National Security","Arms control agreements",Congress,"Congressional reporting requirements","Crime and Law Enforcement",Energy,"Government Operations and Politics","Fissionable materials","Executive Office of the President","International Affairs","International control of nuclear power",Larceny,Legislation,"Nuclear nonproliferation","Nuclear security measures","Nuclear terrorism","Nuclear weapons","Presidential appointments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.6419,,,,,,,,,,,,CRS,,,"12/07/2006 Referred to the Committee on International Relations, and in addition to the Committees on Intelligence (Permanent Select), and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",,,,,,,,,,," <p>Nuclear Terrorism Prevention Act of 2006 - Expresses the sense of Congress with respect to recognition of the threat to the United States of nuclear terrorism, as well as appropriate steps to be taken to prevent such terrorism.</p> <p>Amends the National Security Act of 1947 to establish a Senior Advisor to the President for the Prevention of Nuclear Terrorism.</p> <p>Requires an annual report from the President to Congress on the security of formula quantities of strategic special nuclear material.</p> <p>States as the policy of the United States that all possible steps be taken as rapidly as possible to ensure that all nuclear weapons and formula quantities of strategic special nuclear materials are secure and accounted for. Directs the President to seek an international agreement on a global standard that implements such policy.</p>",,,,,,
"S. 4102",https://www.congress.gov/bill/109th-congress/senate-bill/4102,"109th Congress (2005-2006)","A bill to amend the Communications Act of 1934 to prohibit the use of telecommunications devices for the purposes of preventing or obstructing the broadcast or exchange of election-related information.","Obama, Barack [Sen.-D-IL] (Introduced 12/07/2006)",Democratic,12/07/2006,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation. (text of measure as introduced: CR S11502-11503)",12/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Congressional elections","Crime and Law Enforcement","Election fraud","Civil actions and liability",Congress,Telephone,Injunctions,Law,"Political advertising","Presidential elections","Science, Technology, Communications","Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Election Jamming Prevention Act of 2006 - Amends the Communications Act of 1934 to prohibit the use of telecommunications devices to: (1) prevent or obstruct the broadcast or exchange of election-related information; or (2) impair or obstruct any other telecommunications device from being used to engage in communications containing election-related information.</p> <p>Defines &quot;election-related information.&quot;</p> <p>Provides a private right of action for injunctive or declarative relief against such violations (including a violation of the existing prohibition on annoying, abusing, threatening, or harassing any person at the called number or who receives the communications).</p>",,,,,,
"S. 4099",https://www.congress.gov/bill/109th-congress/senate-bill/4099,"109th Congress (2005-2006)","A bill for the relief of Perlat Binaj, Almida Binaj, Erina Binaj, and Anxhela Binaj.","Levin, Carl [Sen.-D-MI] (Introduced 12/07/2006)",Democratic,12/07/2006,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",12/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provides for the relief of Perlat Binaj, Almida Binaj, Erina Binaj, and Anxhela Binaj.",,,,,,
"S. 4098",https://www.congress.gov/bill/109th-congress/senate-bill/4098,"109th Congress (2005-2006)","A bill to improve the process for the development of needed pediatric medical devices.","Dodd, Christopher J. [Sen.-D-CT] (Introduced 12/06/2006)",Democratic,12/06/2006,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S11346-11348)",12/06/2006,"DeWine, Mike [Sen.-R-OH]","Clinton, Hillary Rodham [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Child health","Business records",Standards,Commerce,Congress,"Congressional investigations","Congressional reporting requirements","Data banks","Department of Health and Human Services","Economics and Public Finance","Electronic data interchange",Families,"Federal advisory bodies","Food and Drug Administration (FDA)","Government Operations and Politics","Government paperwork","Government publicity",Grants-in-aid,Health,"Health information systems","Health surveys","Identification devices","Medical research","Medical supplies","Nonprofit organizations","Product coding","Product development","Product safety","Science, Technology, Communications","Social Welfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Pediatric Medical Device Safety and Improvement Act of 2006 - Amends the Federal Food, Drug, and Cosmetic Act to require an application for the approval of a medical device or a product development protocol to include: (1) a description of any pediatric subpopulations that suffer from the disease or condition that the device is intended to treat, diagnose, or cure; and (2) the number of affected pediatric patients.</p> <p>Excludes a medical device distributed pursuant to the humanitarian device exemption from the prohibition that no device be sold for an amount that exceeds the cost of the device if: (1) the device is intended for the treatment or diagnosis of a disease or condition that occurs in pediatric patients; and (2) other specified requirements are met.</p> <p>Requires the Director of the National Institutes of Health (NIH) to designate a contact point to help innovators and physicians access funding for pediatric medical device development.</p> <p> Requires the Secretary of Health and Human Services to award grants for demonstration projects to promote pediatric device development.</p> <p>Includes as a duty of the Office of Pediatric Therapeutics increasing pediatric access to medical devices.</p> <p>Allows the Secretary to require: (1) postmarket surveillance on certain devices that are expected to have significant use in pediatric populations; and (2) a prospective surveillance period of more than 36 months for such devices, as necessary.</p> <p>Requires the Secretary, acting through the Commissioner of Food and Drugs, to establish a publicly accessible database of all studies and surveillance of medical devices.</p> <p>Requires the Secretary to adopt voluntary national standards for medical device coding.</p>",,,,,,
"S. 4095",https://www.congress.gov/bill/109th-congress/senate-bill/4095,"109th Congress (2005-2006)","A bill to extend the period in which the State of Louisiana may spend funds from the additional allotment provided to the State under the Social Services Block Grant program for necessary expenses related to the consequences of Hurricane Katrina and other hurricanes in the Gulf of Mexico in 2005.","Landrieu, Mary L. [Sen.-D-LA] (Introduced 12/06/2006)",Democratic,12/06/2006,"Senate - Finance","Read twice and referred to the Committee on Finance.",12/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Block grants","Economics and Public Finance","Emergency Management","Social Welfare","Hurricane aftermath legislation",Hurricanes,Louisiana,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S.4094,,,,,,,,,,,,CRS,,,"12/06/2006 Read twice and referred to the Committee on Finance.",,,,,,,,,,," <p>Extends through September 30, 2008, the period in which Louisiana may spend funds from the additional allotment provided to it under title XX (Block Grants to States for Social Services) of the Social Security Act under the Department of Defense, Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico, and Pandemic Influenza Act, 2006 for necessary expenses related to the consequences of Hurricane Katrina and other hurricanes in the Gulf of Mexico in 2005.</p>",,,,,,
"S. 4094",https://www.congress.gov/bill/109th-congress/senate-bill/4094,"109th Congress (2005-2006)","A bill to extend the period in which States may spend funds from the additional allotments provided to States under the Social Services Block Grant program for necessary expenses related to the consequences of Hurricane Katrina and other hurricanes in the Gulf of Mexico in 2005.","Landrieu, Mary L. [Sen.-D-LA] (Introduced 12/06/2006)",Democratic,12/06/2006,"Senate - Finance","Read twice and referred to the Committee on Finance.",12/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Alabama,"Block grants","Economics and Public Finance","Emergency Management","Social Welfare","Hurricane aftermath legislation",Hurricanes,Louisiana,Mississippi,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S.4095,,,,,,,,,,,,CRS,,,"12/06/2006 Read twice and referred to the Committee on Finance.",,,,,,,,,,," <p>Extends through September 30, 2008, the period in which states may spend funds from the additional allotments provided to them under title XX (Block Grants to States for Social Services) of the Social Security Act under the Department of Defense, Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico, and Pandemic Influenza Act, 2006 for necessary expenses related to the consequences of Hurricane Katrina and other hurricanes in the Gulf of Mexico in 2005.</p>",,,,,,
"S. 4093",https://www.congress.gov/bill/109th-congress/senate-bill/4093,"109th Congress (2005-2006)","A bill to amend the Farm Security and Rural Investment Act of 2002 to extend a suspension of limitation on the period for which certain borrowers are eligible for guaranteed assistance.","Harkin, Tom [Sen.-D-IA] (Introduced 12/06/2006)",Democratic,12/06/2006,,"Became Public Law No: 109-467.",12/22/2006,"Biden, Joseph R., Jr. [Sen.-D-DE]","Baucus, Max [Sen.-D-MT]","Levin, Carl [Sen.-D-MI]","Grassley, Chuck [Sen.-R-IA]","Bond, Christopher S. [Sen.-R-MO]","Durbin, Richard J. [Sen.-D-IL]","Hagel, Chuck [Sen.-R-NE]","Johnson, Tim [Sen.-D-SD]","Landrieu, Mary L. [Sen.-D-LA]","Roberts, Pat [Sen.-R-KS]","Lincoln, Blanche L. [Sen.-D-AR]","Nelson, Ben [Sen.-D-NE]","Stabenow, Debbie [Sen.-D-MI]","Chambliss, Saxby [Sen.-R-GA]","Salazar, Ken [Sen.-D-CO]","Vitter, David [Sen.-R-LA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"Federally-guaranteed loans","Finance and Financial Sector","Agricultural credit","Agriculture and Food","Economics and Public Finance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.6353,,,,,,,,,,,,CRS,,,"12/11/2006 Referred to the Subcommittee on Conservation, Credit, Rural Development, and Research.",,,,,,,,,,," <p><b>(This measure has not been amended since it was introduced. The summary of that version is repeated here.)</b></p> <p>Amends the Farm Security and Rural Investment Act of 2002 to extend through September 30, 2007, a suspension of limitation on the period for which certain borrowers are eligible for guaranteed assistance under the Consolidated Farm and Rural Development Act. </p>",,,,,,
"S. 4090",https://www.congress.gov/bill/109th-congress/senate-bill/4090,"109th Congress (2005-2006)","A bill to amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to authorize the Administrator of the Federal Emergency Management Agency to reimburse State and local law enforcement agencies for any expenditures or compensation of personnel and use or consumption of materials and facilities, and for other purposes.","Landrieu, Mary L. [Sen.-D-LA] (Introduced 12/06/2006)",Democratic,12/06/2006,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",12/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Disaster relief","Economics and Public Finance","Emergency Management","Federal aid to law enforcement","Crime and Law Enforcement","Labor and Employment",Police,Wages,"Department of Justice","Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p> Amends the Robert T. Stafford Disaster Relief and Emergency Assistance Act to authorize the Administrator of the Federal Emergency Management Agency (FEMA) to reimburse the Bureau of Justice Assistance (BJA) for payments made to state or local law enforcement agencies for expenditures for personnel, materials, and facilities in an area in which the President declared a major disaster. </p> <p>Replaces references to the Director of FEMA with references to the Administrator.</p>",,,,,,
"S. 4084",https://www.congress.gov/bill/109th-congress/senate-bill/4084,"109th Congress (2005-2006)","A bill to authorize the implementation of the San Joaquin River Restoration Settlement.","Feinstein, Dianne [Sen.-D-CA] (Introduced 12/06/2006)",Democratic,12/06/2006,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources. (text of measure as introduced: CR S11327-11329)",12/06/2006,"Boxer, Barbara [Sen.-D-CA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,California,"Central Valley Reclamation Project (California)","Civil actions and liability",Animals,Bonds,Congress,"Congressional reporting requirements",Dams,"Department of Commerce","Economics and Public Finance","Endangered species",Energy,"Environmental assessment","Environmental Protection","Federal aid to water resources development","Federally-guaranteed loans","Finance and Financial Sector","Government Operations and Politics","Government securities","Government trust funds","Governmental investigations","Hydroelectric power",Infrastructure,"Land transfers",Law,Licenses,"Public Lands and Natural Resources","Restoration ecology",Rivers,Salmon,"Water allocation (Policy)","Water Resources Development","Water rights","Water storage","Water supply","Water use","Administrative procedure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.6377,,,,,,,,,,,,CRS,,,"12/08/2006 Sponsor introductory remarks on measure. (CR E2136)",,,,,,,,,,," <p>San Joaquin River Restoration Settlement Act - Directs the Secretary of the Interior to implement the terms and conditions of the Stipulation of Settlement dated September 13, 2006, in <i>Natural Resources Defense Council, et al. v. Kirk Rodgers, et al.</i>, in cooperation with the state of California, including measures to: (1) design and construct channel and structural improvements; (2) modify Friant Dam operations to provide Restoration Flows and Interim Flows; (3) acquire water, water rights, or options to acquire water from willing sellers; (4) implement terms and conditions related to recirculation, recapture, reuse, exchange, or transfer of water released for such flows; and (5) develop and implement the Recovered Water Account.</p> <p>Directs the Secretary to: (1) enter into agreements with California to facilitate or expedite Settlement implementation; and (2) identify impacts associated with such actions and measures to mitigate impacts on adjacent and downstream water users and landowners. Provides that Settlement implementation and the reintroduction of Chinook salmon shall not result in the involuntary reduction in contract water allocations to Central Valley Project long-term contractors apart from Friant Division contractors.</p> <p> Authorizes the Secretary to: (1) acquire through purchase from willing sellers property needed to implement the Settlement; and (2) dispose of such property. Requires proceeds from the disposal of such property to be deposited into the San Joaquin River Restoration Fund (established by this Act). </p> <p>Declares that the Settlement satisfies and discharges the Secretary's obligations under the Reclamation Projects Authorization and Adjustment Act of 1992. Provides for the reintroduction of Chinook salmon into the San Joaquin River.</p>",,,,,,
