"Downloaded on",03/05/2025,"13:19:31 EST"
"Search URL",https://www.congress.gov/search?pageSort=documentNumber%3Adesc&q=%7B%22congress%22%3A%5B%22108%22%5D%2C%22type%22%3A%22bills%22%2C%22party%22%3A%22Democratic%22%2C%22chamber%22%3A%22Senate%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 2140",https://www.congress.gov/bill/108th-congress/senate-bill/2140,"108th Congress (2003-2004)","A bill to expand the boundary of the Mount Rainier National Park.","Cantwell, Maria [Sen.-D-WA] (Introduced 02/26/2004)",Democratic,02/26/2004,"Senate - Energy and Natural Resources","Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 108-638.",06/08/2004,"Murray, Patty [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Washington State","Outdoor recreation","National parks","National forests","Land transfers","Government Operations and Politics","Sports and Recreation",Tourism,"Public Lands and Natural Resources",Boundaries,Camping,"Forest management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.265,,,,,,,,,,,,,,,,,,,,,,,CRS,,,"10/05/2004 Became Public Law No: 108-312.",,,,,,,," <p>Expanding and Making Mount Rainier National Park More Accessible Act - Modifies the boundary of Mount Rainier National Park to include a specified area generally depicted as the Carbon River Adjustment, dated June 30, 2003.</p>",,,,,,
"S. 2139",https://www.congress.gov/bill/108th-congress/senate-bill/2139,"108th Congress (2003-2004)","A bill to provide coverage under the Energy Employees Occupational Illness Compensation Program for individuals employed at atomic weapons employer facilities during periods of residual contamination.","Clinton, Hillary Rodham [Sen.-D-NY] (Introduced 02/26/2004)",Democratic,02/26/2004,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S1694)",02/26/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Armed Forces and National Security","Workers' compensation","Compensation (Law)",Congress,"Congressional reporting requirements",Energy,"Environmental Protection","Government liability","Government Operations and Politics","Government publicity",Health,"Labor and Employment",Law,"Nuclear weapons","Occupational health and safety",Radiation,"Radiation victims",Beryllium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3864,,,,,,,,,,,,,,,,,,,,,,,CRS,Senate,,"04/02/2004 Referred to the Subcommittee on Immigration, Border Security, and Claims.",,,,,,,," <p>Residual Radioactive Contamination Compensation Act - Amends the Energy Employees Occupational Illness Compensation Program Act of 2000 to cover individual employees: (1) at an atomic weapons employer facility with respect to which the National Institute for Occupational Safety and Health found a potential for residual contamination outside of the period in which weapons-related production occurred; and (2) during a period of significant residual contamination at such facility.</p> <p>Instructs the Director of the National Institute for Occupational Safety and Health to submit to Congress updated reports regarding residual contamination in such facilities and the employees working in them while their employers were under Federal contract to process nuclear weapons materials. </p>",,,,,,
"S. 2137",https://www.congress.gov/bill/108th-congress/senate-bill/2137,"108th Congress (2003-2004)","A bill to authorize the Secretary of Health and Human Services to promulgate regulations for the reimportation of prescription drugs, and for other purposes.","Dorgan, Byron L. [Sen.-D-ND] (Introduced 02/26/2004)",Democratic,02/26/2004,,"Sponsor introductory remarks on measure. (CR S8932-8933)",09/08/2004,"Daschle, Thomas A. [Sen.-D-SD]","McCain, John [Sen.-R-AZ]","Snowe, Olympia J. [Sen.-R-ME]","Stabenow, Debbie [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Drug industry","Department of Health and Human Services","Foreign Trade and International Finance","Government Operations and Politics","Government paperwork","Governmental investigations",Health,"Identification devices","Import restrictions",Imports,"Intellectual property",Labeling,Law,Packaging,"Prescription pricing","Product counterfeiting","Product safety","Science, Technology, Communications","Sunset legislation","Administrative procedure","Business records",Commerce,Congress,"Congressional reporting requirements","Consumer protection","Crime and Law Enforcement","Data banks",Drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S.1781,H.R.2427,,,,,,,,,,,,,,,,,,,,,,CRS,House,,"10/24/2003 Referred to the Committee on Health, Education, Labor, and Pensions by unanimous consent.","07/25/2003 Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",,,,,,," <p>Pharmaceutical Market Access Act of 2003 (sic) - Amends the Federal Food, Drug and Cosmetic Act to direct the Secretary of Health and Human Services to promulgate regulations allowing qualifying individuals to import covered products (in addition to pharmacists and wholesalers, whom current law authorizes to import such products).</p> <p>Amends provisions pertaining to record keeping regarding imported covered products. States that the Secretary shall not have to store records in cases in which qualifying individuals have imported a covered product. </p> <p>Amends provisions regarding the testing of imported covered products. Declares that specified tests, including ones involving authenticity and degradation of products, shall not be required unless the importer is a wholesaler. Requires such tests to be conducted by the importer unless a product is a prescription drug subject to the provisions of this Act pertaining to counterfeit-resistant packaging. (Currently either the importer or the manufacturer may conduct such tests). </p> <p>Eliminates the sunset date current law establishes for the provisions pertaining to the importation of covered products.</p> <p>Classifies prescription drugs as misbranded if they do not incorporate specified counterfeit-resistant technologies in packaging. </p>",,,,,,
"S. 2135",https://www.congress.gov/bill/108th-congress/senate-bill/2135,"108th Congress (2003-2004)","A bill to amend title XVIII of the Social Security Act to improve the provision of items and services provided to Medicare beneficiaries residing in rural areas.","Murray, Patty [Sen.-D-WA] (Introduced 02/26/2004)",Democratic,02/26/2004,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/26/2004,"Cantwell, Maria [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Administrative procedure",Congress,"Congressional reporting requirements","Department of Health and Human Services","Government Operations and Politics",Health,"Social Welfare",Law,"Medical fees",Medicare,Physicians,"Quality of care","Rural health","Housing and Community Development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>MediFair Act of 2004 - Amends title XVIII (Medicare) of the Social Security Act (SSA), as amended by the Medicare Prescription Drug, Improvement, and Modernization Act of 2003, to direct the Secretary of Health and Human Services to establish a system for making adjustments to the amount of payment made to entities and individuals for items and services provided under the original Medicare fee-for-service program under parts A (Hospital Insurance) and B (Supplementary Medical Insurance). Requires the Medicare Payment Advisory Commission (MEDPAC) to develop recommendations on policies and practices that would encourage: (1) healthy outcomes and quality care under the Medicare program in States with respect to which payments are reduced under such system; and (2) the efficient use of payments made under the Medicare program in such States.</p>",,,,,,
"S. 2134",https://www.congress.gov/bill/108th-congress/senate-bill/2134,"108th Congress (2003-2004)","A bill to authorize the Secretary of Agriculture and the Secretary of the Interior to enter into an agreement or contract with Indian tribes meeting certain criteria to carry out projects to protect Indian forest land.","Feinstein, Dianne [Sen.-D-CA] (Introduced 02/26/2004)",Democratic,02/26/2004,"Senate - Indian Affairs","Read twice and referred to the Committee on Indian Affairs.",02/26/2004,"Domenici, Pete V. [Sen.-R-NM]","Campbell, Ben Nighthorse [Sen.-R-CO]","Smith, Gordon H. [Sen.-R-OR]","Inouye, Daniel K. [Sen.-D-HI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Government Operations and Politics","Historic sites",History,"Indian lands",Minorities,"National forests","Native Americans","Public Lands and Natural Resources","Range management","Tree diseases","Federal-Indian relations","Fire prevention","Forest conservation","Forest fires","Forest management",Commemorations,Congress,"Congressional reporting requirements","Cultural property","Emergency Management","Environmental assessment","Environmental Protection",Archaeology,"Arts, Culture, Religion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3846,,,,,,,,,,,,,,,,,,,,,,,CRS,,,"07/22/2004 Became Public Law No: 108-278.",,,,,,,," <p>Tribal Forest Protection Act of 2004 - Authorizes the Secretary of the Interior (with respect to land under the jurisdiction of the Bureau of Land Management) or the Secretary of Agriculture (with respect to land under the jurisdiction of the Forest Service), upon request of an Indian tribe to enter into an agreement or contract to carry out a project to protect Indian forest land that meets specified criteria, to issue public notice of initiation of any necessary environmental review or of the potential of entering into such an agreement or contract under which the Indian tribe would carry out certain activities.</p> <p>Authorizes the appropriate Secretary to enter into such an agreement or contract following completion of any necessary environmental analysis.</p> <p></p>",,,,,,
"S. 2133",https://www.congress.gov/bill/108th-congress/senate-bill/2133,"108th Congress (2003-2004)","A bill to name the Department of Veterans Affairs medical center in the Bronx, New York, as the James J. Peters Department of Veterans Affairs Medical Center.","Clinton, Hillary Rodham [Sen.-D-NY] (Introduced 02/26/2004)",Democratic,02/26/2004,"Senate - Veterans' Affairs","Committee on Veterans' Affairs. Hearings held.",06/22/2004,"Schumer, Charles E. [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Commemorations,Congress,"Congressional tributes","Armed Forces and National Security",Names,"New York City","Veterans' hospitals",Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.2786,H.R.3383,,,,,,,,,,,,,,,,,,,,,,CRS,,,"07/17/2003 Referred to the House Committee on Veterans' Affairs.","10/28/2003 Referred to the House Committee on Veterans' Affairs.",,,,,,," <p>Names the Department of Veterans Affairs medical center in the Bronx, New York, as the James J. Peters Department of Veterans Affairs Medical Center.</p>",,,,,,
"S. 2132",https://www.congress.gov/bill/108th-congress/senate-bill/2132,"108th Congress (2003-2004)","A bill to prohibit racial profiling.","Feingold, Russell D. [Sen.-D-WI] (Introduced 02/26/2004)",Democratic,02/26/2004,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S1688-1690)",02/26/2004,"Kennedy, Edward M. [Sen.-D-MA]","Dodd, Christopher J. [Sen.-D-CT]","Lautenberg, Frank R. [Sen.-D-NJ]","Kerry, John F. [Sen.-D-MA]","Mikulski, Barbara A. [Sen.-D-MD]","Reid, Harry [Sen.-D-NV]","Boxer, Barbara [Sen.-D-CA]","Durbin, Richard J. [Sen.-D-IL]","Edwards, John [Sen.-D-NC]","Schumer, Charles E. [Sen.-D-NY]","Cantwell, Maria [Sen.-D-WA]","Clinton, Hillary Rodham [Sen.-D-NY]","Corzine, Jon S. [Sen.-D-NJ]","Stabenow, Debbie [Sen.-D-MI]","Levin, Carl [Sen.-D-MI]","Specter, Arlen [Sen.-R-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Religion,"Religious liberty","Science, Technology, Communications","Searches and seizures","Traffic accidents and safety","Transportation and Public Works","Video tape recording",Prejudice,"Alien labor",Arrest,"Block grants","Civil actions and liability","Civil Rights and Liberties, Minority Issues","Civil rights enforcement","Community policing",Computers,Congress,"Congressional reporting requirements","Crime and Law Enforcement","Criminal investigation","Criminal statistics","Disciplining of employees","Discrimination in criminal justice administration","Economics and Public Finance","Ethnic groups","Evidence (Law)","Expert witnesses","Federal aid to law enforcement","Freedom of information","Government Operations and Politics","Government paperwork","Government vehicles","Governmental investigations",Immigration,"Indian law enforcement",Injunctions,"Judicial opinions","Labor and Employment",Law,"Law enforcement officers","Legal fees",Minorities,Pedestrians,Police,"Racial discrimination","Police-community relations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3847,,,,,,,,,,,,,,,,,,,,,,,CRS,,,"04/02/2004 Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",,,,,,,," <p>End Racial Profiling Act of 2004 - Prohibits any law enforcement agent or agency from engaging in racial profiling. Authorizes the United States or an individual injured by racial profiling to bring a civil action for declaratory or injunctive relief in State court or U.S. district court. Makes proof that the routine or spontaneous investigatory activities of law enforcement agents in a jurisdiction have had a disparate impact on racial, ethnic, or religious minorities prima facie evidence of a violation. Authorizes the court to allow a prevailing plaintiff attorney's fees under specified circumstances.</p> <p>Directs Federal law enforcement agencies to: (1) cease practices that encourage racial profiling; and (2) maintain policies and procedures to eliminate racial profiling, including the collection of data on routine investigatory activities, procedures for responding meaningfully to complaints alleging racial profiling, and procedures to discipline agents who engage in racial profiling.</p> <p>Requires that an application by a State, local , or Indian tribal government for funding under the Byrne, Cops on the Beat, or Local Law Enforcement Block Grant program include a certification that such government: (1) maintains adequate policies and procedures designed to eliminate racial profiling; and (2) has ceased any practices that encourage racial profiling.</p> <p>Authorizes the Attorney General to make grants to States and specified entities to develop and implement best practice devices and systems to ensure the racially neutral administration of justice.</p>",,,,,,
"S. 2129",https://www.congress.gov/bill/108th-congress/senate-bill/2129,"108th Congress (2003-2004)","A bill to amend chapter 44 of title 18, United States Code, to require the provision of a child safety device in connection with the transfer of a handgun and to provide safety standards for child safety devices.","Boxer, Barbara [Sen.-D-CA] (Introduced 02/25/2004)",Democratic,02/25/2004,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/25/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative procedure",Storage,Commerce,"Consumer Product Safety Commission","Crime and Law Enforcement",Families,"Fines (Penalties)",Firearms,"Firearms control","Firearms injuries","Government Operations and Politics","Independent regulatory commissions",Law,Licenses,"Product safety","Retail trade","Safety measures",Standards,"Child safety",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Child Safety Device Act of 2004 - Amends the Brady Handgun Violence Prevention Act to prohibit any licensed firearms importer, manufacturer, or dealer from selling, delivering, or transferring a handgun to any person other than a licensed importer, manufacturer, or dealer, unless the transferee is provided with a locking device for that handgun. Makes an exception where the transferee is a Federal, State, or local government, a law enforcement officer, or a rail police officer.</p> <p>Subjects violators to license suspension or revocation or to a civil penalty of up to $15,000, or both. </p> <p>Amends the Consumer Product Safety Act to direct the Consumer Product Safety Commission to establish a consumer product safety standard that requires that such locking devices: (1) are sufficiently difficult for children to deactivate or remove; and (2) prevent the discharge of the handgun unless the device has been activated or removed.</p>",,,,,,
"S. 2126",https://www.congress.gov/bill/108th-congress/senate-bill/2126,"108th Congress (2003-2004)","A bill to amend part C of title XVIII of the Social Security Act to prohibit the comparative cost adjustment (CCA) program from operating in the State of North Carolina.","Edwards, John [Sen.-D-NC] (Introduced 02/25/2004)",Democratic,02/25/2004,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/25/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Metropolitan areas","Social Welfare","Urban affairs",Commerce,"Competitive bidding","Finance and Financial Sector","Government Operations and Politics",Health,"Health insurance","Health maintenance organizations","Insurance premiums","Managed care","Medical economics","Medical fees",Medicare,Rebates,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends part C (Medicare+Choice) of title XVIII (Medicare) of the Social Security Act, as amended by the Medicare Prescription Drug, Improvement, and Modernization Act of 2003, to prohibit the Medicare comparative cost adjustment program from operating in North Carolina.</p>",,,,,,
"S. 2125",https://www.congress.gov/bill/108th-congress/senate-bill/2125,"108th Congress (2003-2004)","A bill to amend part C of title XVIII of the Social Security Act to prohibit the comparative cost adjustment (CCA) program from operating in the State of Rhode Island.","Reed, Jack [Sen.-D-RI] (Introduced 02/25/2004)",Democratic,02/25/2004,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/25/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Social Welfare","Health insurance","Health maintenance organizations","Insurance premiums","Managed care","Medical economics","Medical fees",Medicare,"Metropolitan areas",Rebates,"Rhode Island",Commerce,"Competitive bidding","Finance and Financial Sector","Government Operations and Politics",Health,"Urban affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,H.R.3841,H.R.3835,H.R.3836,H.R.3842,H.R.3844,H.R.3861,H.R.3876,H.R.3905,H.R.3964,S.2111,S.2113,S.2114,S.2115,S.2116,S.2117,S.2118,S.2119,S.2120,S.2121,S.2122,S.2123,S.2124,H.R.4672,Senate,CRS,,"03/11/2004 Referred to the Subcommittee on Health.","03/30/2004 Referred to the Subcommittee on Health.","02/25/2004 Read twice and referred to the Committee on Finance.","02/25/2004 Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S1590-1591)","02/25/2004 Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S1591)","02/25/2004 Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S1592)","02/25/2004 Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S1593)","07/07/2004 Referred to the Subcommittee on Health."," <p>Amends part C (Medicare+Choice) of title XVIII (Medicare) of the Social Security Act, as amended by the Medicare Prescription Drug, Improvement, and Modernization Act of 2003, to prohibit the Medicare comparative cost adjustment program from operating in Rhode Island.</p>",,,,,,
