"Downloaded on",03/04/2025,"18:40:15 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22110%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 286",https://www.congress.gov/bill/110th-congress/senate-bill/286,"110th Congress (2007-2008)","A bill to amend the Internal Revenue Code of 1986 to exclude from gross income interest received on loans secured by agricultural real property.","Hagel, Chuck [Sen.-R-NE] (Introduced 01/12/2007)",Republican,01/12/2007,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/12/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Housing and Community Development","Income tax",Interest,Mortgages,"Rural housing","Savings and loan associations","Tax exclusion",Taxation,"Agricultural credit","Agriculture and Food",Commerce,"Farm lands","Finance and Financial Sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Rural Economic Investment Act of 2007 - Amends the Internal Revenue Code to exclude from gross income interest received by a bank or savings association that is insured under the Federal Deposit Insurance Act on a loan secured by agricultural real estate or by a leasehold mortgage on agricultural real estate (real property used for agricultural production or certain single family rural residences).</p>",,,,,,
"S. 285",https://www.congress.gov/bill/110th-congress/senate-bill/285,"110th Congress (2007-2008)","A bill to amend the Internal Revenue Code of 1986 to provide a credit to certain concentrated animal feeding operations for the cost of complying with environmental protection regulations.","Hagel, Chuck [Sen.-R-NE] (Introduced 01/12/2007)",Republican,01/12/2007,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/12/2007,"Isakson, Johnny [Sen.-R-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Agricultural pollution","Agricultural wastes","Agriculture and Food",Animals,"Environmental Protection","Income tax",Livestock,"Tax credits",Taxation,"Water pollution control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1217,,,,,,,,,,CRS,,,"02/27/2007 Referred to the House Committee on Ways and Means.",,,,,,,,,," <p>CAFO Tax Credit Act - Amends the Internal Revenue Code to allow owners or operators of a concentrated animal feeding operation a business-related tax credit, up to $500,000 in a taxable year, for the cost of compliance with a national pollutant discharge elimination system permit issued under the Federal Water Pollution Control Act. Terminates such credit after 2010. </p>",,,,,,
"S. 281",https://www.congress.gov/bill/110th-congress/senate-bill/281,"110th Congress (2007-2008)","A bill to amend title 44 of the United States Code, to provide for the suspension of fines under certain circumstances for first-time paperwork violations by small business concerns.","Vitter, David [Sen.-R-LA] (Introduced 01/12/2007)",Republican,01/12/2007,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",01/12/2007,"Voinovich, George V. [Sen.-R-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Economics and Public Finance","Fines (Penalties)","Government Operations and Politics","Government paperwork",Law,"Small business","Tax administration","Tax assessment",Taxation,"Administrative remedies",Amnesties,"Criminal investigation","Collection of accounts",Commerce,"Congressional reporting requirements","Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.456,,,,,,,,,,CRS,,,"01/12/2007 Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Small Business, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",,,,,,,,,," <p>Small Business Paperwork Relief Act of 2007 - Amends the Paperwork Reduction Act to direct agency heads not to impose civil fines for first-time paperwork violations by small business concerns unless there is potential for serious harm to the public interest, the detection of criminal activity would be impaired, the violation is not corrected within six months, the violation is a violation of internal revenue law or a law concerning the assessment or collection of any tax, debt, revenue, or receipt, or the violation presents a danger to the public health or safety. Permits an agency to determine that a fine should not be imposed for a violation that presents a danger to public health or safety if the violation is corrected within 24 hours after receipt by the small business owner of notification of the violation. </p> <p>Makes this Act inapplicable to any violation by a small business of a requirement regarding the collection of information by an agency if the small business previously violated any requirement concerning the collection of information by that agency. </p>",,,,,,
"S. 278",https://www.congress.gov/bill/110th-congress/senate-bill/278,"110th Congress (2007-2008)","National Heritage Areas Partnership Act","Thomas, Craig [Sen.-R-WY] (Introduced 01/12/2007)",Republican,01/12/2007,"Senate - Energy and Natural Resources","Placed on Senate Legislative Calendar under General Orders. Calendar No. 366.",09/17/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative procedure","Arts, Culture, Religion",Auditing,"Citizen participation","Civil Rights and Liberties, Minority Issues",Commemorations,Commerce,Congress,"Congressional reporting requirements","Cultural property","Department of the Interior","Economics and Public Finance","Environmental Protection","Federal-local relations","Federal-state relations","Landscape protection",Law,Maps,"National parks","Natural areas","Nature conservation","Nonprofit organizations","Outdoor recreation",Planning,"Public Lands and Natural Resources","Public meetings","Government Operations and Politics","Government paperwork","Government publicity","Governmental investigations",Grants-in-aid,"Historic sites",History,"Land use",Landowners,"Public-private partnerships","Recreation areas","Right of property","Social life and customs","Social Welfare","Sports and Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>National Heritage Areas Partnership Act - (Sec. 4) Establishes a system of National Heritage Areas through which the Secretary of the Interior shall provide technical and financial assistance to local coordinating entities to support the establishment, development, and continuity of the National Heritage Areas. Provides for such system to be composed of National Heritage Areas established by Congress before, on, or after enactment of this Act. </p><p>Directs the Secretary to: (1) ensure participation and assistance by units of the National Park System (NPS) located near or encompassed by National Heritage Areas in local initiatives for National Heritage Areas that conserve and interpret resources consistent with the approved management plan; and (2) work with National Heritage Areas to promote public enjoyment of NPS units and park-related resources. </p><p>Prohibits National Heritage Areas from being: (1) considered to be NPS units; or (2) subject to the laws applicable to such units. </p><p> (Sec. 5) Specifies the criteria that the Secretary shall apply to determine the suitability and feasibility of designating proposed National Heritage Areas. </p><p>(Sec. 6) States that designation of a National Heritage Area shall be: (1) by Act of Congress; and (2) contingent on the prior completion of a study and an affirmative determination by the Secretary that the area meets such criteria. </p><p>(Sec. 7) Sets forth requirements for National Heritage Area management plans. Instructs local coordinating entities to submit plans to the Secretary for approval. Prohibits a local coordinating entity from using federal funds authorized by this Act to implement an amendment until the Secretary approves the amendment. </p> <p> (Sec. 8) Requires the Secretary to evaluate and report to specified congressional committees on the accomplishments of a Narional Heritage Area by no later than three years before date on which the authority for federal funding terminates for such an Area under this Act.</p> <p>(Sec. 9) Requires a local coordinating entity to submit annual reports to the Secretary for each fiscal year for which the entity receives federal funds under this Act. </p><p>Bars local coordinating entities from using federal funds authorized under this Act to acquire any interest in real property.</p> <p>(Sec. 10) Specifies this Act's effect with regard to: (1) other federal agencies; and (2) private property and certain related regulatory protections. </p> <p>(Sec. 12) Permits the Secretary, upon request of a local coordinating entity, to continue to provide technical assistance to a National Heritage Area on the termination of the 15-year period for which assistance is provided under this Act.</p> <p>Permits the Secretary to establish a grant program under which the Secretary provides grants (subject to specified conditions), on a competitive basis, to local coordinating entities for the conduct of individual projects at National Heritage Areas for which financial assistance has terminated. Requires submission of a list of the projects provided assistance. </p> <p> (Sec. 13) Authorizes appropriations for studies and grants. </p><p>Terminates the authority of the Secretary to provide financial assistance to an individual local coordinating entity (excluding technical assistance and administrative oversight) 15 years after the initial receipt of the assistance by the local coordinating entity. </p> <p>Limits to 5% the amount of funds that may be used by the Secretary for technical assistance, oversight, and administration. </p> <p>Requires grant recipients to provide, as a condition of receiving a grant under this Act, matching funds from non-federal sources equal to the grant amount. </p>",,,,,,
"S. 277",https://www.congress.gov/bill/110th-congress/senate-bill/277,"110th Congress (2007-2008)","Grand Teton National Park Extension Act of 2007","Thomas, Craig [Sen.-R-WY] (Introduced 01/12/2007)",Republican,01/12/2007,"House - Natural Resources | Senate - Energy and Natural Resources","Became Public Law No: 110-47.",07/13/2007,"Enzi, Michael B. [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Land subdivision","Land transfers","National parks","Public Lands and Natural Resources",Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1080,,,,,,,,,,CRS,Senate,House,"05/08/2007 Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 142.",,,,,,,,,," <p><b>(This measure has not been amended since it was passed by the Senate on June 19, 2007. The summary of that version is repeated here.)</b></p> <p>Grand Teton National Park Extension Act of 2007 - Authorizes the Secretary of the Interior to: (1 ) accept from any willing donor the donation of any land or interest in land of the GT Park Subdivision; and (2) upon acquisition of land or an interest, include the land or interest in the boundaries of Grand Teton National Park and administer the land or interest as part of the Park. </p> <p>States that it is the intent of Congress that the acquisition of land or an interest in land be completed not later than one year after the enactment of this Act. </p> <p>Prohibits the Secretary from donating, selling, exchanging, or otherwise transferring any land acquired under this Act without express authorization from Congress. </p> <p>Designates the Grand Teton Discovery and Visitor Center located in Moose, Wyoming, and scheduled for completion in August 2007, as the &quot;Craig Thomas Discovery and Visitor Center.&quot; </p> <p>Authorizes appropriations.</p>",,,,,,
"S. 273",https://www.congress.gov/bill/110th-congress/senate-bill/273,"110th Congress (2007-2008)","A bill to amend part D of title XVIII of the Social Security Act to authorize the Secretary of Health and Human Services to negotiate for lower prices for Medicare prescription drugs.","Specter, Arlen [Sen.-R-PA] (Introduced 01/11/2007)",Republican,01/11/2007,"Senate - Finance","Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S455)",01/11/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Government Operations and Politics",Health,Medicare,Pharmacies,"Drug industry","Social Welfare","Congressional reporting requirements",Congress,Commerce,"Prescription pricing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Prescription Drug and Health Improvement Act of 2007 - Amends title XVIII (Medicare) of the Social Security Act (SSA) with respect to prescription drug plans to repeal the prohibition against interference by the Secretary of Health and Human Services with negotiations between drug manufacturers and pharmacies and prescription drug plan sponsors, and against the Secretary's requiring a particular formulary or instituting a price structure for the reimbursement of covered part D (Voluntary Prescription Drug Benefit Program) drugs. Grants the Secretary authority similar to that of other federal entities that purchase prescription drugs in bulk to negotiate contracts with manufacturers of covered part D drugs. </p>",,,,,,
"S. 272",https://www.congress.gov/bill/110th-congress/senate-bill/272,"110th Congress (2007-2008)","A bill to amend Public Law 87-383 to reauthorize appropriations to promote the conservation of migratory waterfowl and to offset or prevent the serious loss of important wetland and other waterfowl habitat essential to the preservation of migratory waterfowl, and for other purposes.","Coleman, Norm [Sen.-R-MN] (Introduced 01/11/2007)",Republican,01/11/2007,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S454-455)",01/11/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wetlands,"Water Resources Development","Public Lands and Natural Resources","Migratory bird conservation","Land use","Habitat conservation","Government trust funds","Environmental Protection","Economics and Public Finance",Animals,Authorization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.2757,S.1641,,,,,,,,,CRS,,,"06/21/2007 Referred to the Subcommittee on Fisheries, Wildlife, and Oceans.","06/18/2007 Read twice and referred to the Committee on Environment and Public Works.",,,,,,,,," <p>Amends the Wetlands Loan Act to increase and extend funding for conservation of migratory waterfowl and habitat essential to the preservation of such waterfowl for FY2008-FY2017. Requires such appropriated funds to be treated as advances to the Migratory Bird Conservation Fund which shall be repaid to the Treasury in annual amounts that are equal to the funds accruing to such Fund that are attributable to the portion of the price of migratory bird hunting stamps sold that year in excess of $15 per stamp.</p> <p>Expresses the sense of Congress that: (1) the funds provided pursuant to this Act should be used for preserving and increasing waterfowl populations in accordance with the goals and objectives of the North American Waterfowl Management Plan and should supplement current conservation funding; and (2) this Act should be implemented in a manner that helps private landowners achieve their long-term land use objectives in ways that enhance the conservation of wetlands and wildlife habitat.</p>",,,,,,
"S. 271",https://www.congress.gov/bill/110th-congress/senate-bill/271,"110th Congress (2007-2008)","A bill to amend the Internal Revenue Code of 1986 to provide a shorter recovery period for the depreciation of certain improvements to retail space.","Snowe, Olympia J. [Sen.-R-ME] (Introduced 01/11/2007)",Republican,01/11/2007,"Senate - Finance","Sponsor introductory remarks on measure. (CR S5175-5176)",04/26/2007,"Kerry, John F. [Sen.-D-MA]","Hutchison, Kay Bailey [Sen.-R-TX]","Lincoln, Blanche L. [Sen.-D-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Tax deductions","Capital investments","Shopping centers","Retail trade",Taxation,"Finance and Financial Sector","Depreciation and amortization",Accounting,Commerce,"Income tax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.2936,,,,,,,,,,CRS,,,"06/28/2007 Referred to the House Committee on Ways and Means.",,,,,,,,,," <p>Amends the Internal Revenue Code to allow qualified retail improvement property a 15-year recovery period for purposes of the tax deduction for depreciation. Defines such property as any improvement to an interior portion of a building which is nonresidential real property, if: (1) such portion is open to the general public and is used in the trade or business of selling tangible personal property or services to the general public; and (2) such improvement is placed in service more than three years after the date the building was first placed in service. Excludes specified improvements, including the enlargement of a building, any elevator or escalator, or the internal structural framework of a building.</p>",,,,,,
"S. 270",https://www.congress.gov/bill/110th-congress/senate-bill/270,"110th Congress (2007-2008)","A bill to permit startup partnerships and S corporations to elect taxable years other than required years.","Snowe, Olympia J. [Sen.-R-ME] (Introduced 01/11/2007)",Republican,01/11/2007,"Senate - Finance","Sponsor introductory remarks on measure. (CR S5175-5176)",04/26/2007,"Lincoln, Blanche L. [Sen.-D-AR]","Lott, Trent [Sen.-R-MS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Small business","Tax administration",Taxation,Commerce,"Income tax",Losses,Partnerships,Profit,"Tax deductions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Small Business Tax Flexibility Act of 2007 - Amends the Internal Revenue Code to permit certain small start-up businesses to elect a taxable year, other than the required taxable year, which ends on the last day of any of the months of April through November (or at the end of an equivalent annual period).</p>",,,,,,
"S. 269",https://www.congress.gov/bill/110th-congress/senate-bill/269,"110th Congress (2007-2008)","A bill to amend the Internal Revenue Code of 1986 to increase and permanently extend the expensing of certain depreciable business assets for small businesses.","Snowe, Olympia J. [Sen.-R-ME] (Introduced 01/11/2007)",Republican,01/11/2007,"Senate - Finance","Sponsor introductory remarks on measure. (CR S5175-5176)",04/26/2007,"Lott, Trent [Sen.-R-MS]","Collins, Susan M. [Sen.-R-ME]","Chambliss, Saxby [Sen.-R-GA]","Isakson, Johnny [Sen.-R-GA]","Cochran, Thad [Sen.-R-MS]","Specter, Arlen [Sen.-R-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Computer software","Depreciation and amortization","Economics and Public Finance","Income tax",Commerce,"Science, Technology, Communications","Small business","Tax deductions",Taxation,"Indexing (Economic policy)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends the Internal Revenue Code to: (1) increase the expensing allowance for depreciable business property from $100,000 to $200,000; (2) make such allowance permanent; (3) increase to $800,000 the asset cost threshold for calculating reductions in such allowance; (4) allow an annual inflation adjustment to the expensing allowance and the threshold amount after 2007; and (5) allow a taxpayer to revoke an election to expense such business property without the prior consent of the Secretary of the Treasury.</p>",,,,,,
"S. 266",https://www.congress.gov/bill/110th-congress/senate-bill/266,"110th Congress (2007-2008)","North Unit Irrigation District Act of 2007","Smith, Gordon H. [Sen.-R-OR] (Introduced 01/11/2007)",Republican,01/11/2007,"Senate - Energy and Natural Resources","Indefinitely postponed by Senate by Unanimous Consent. (consideration: CR S5530)",06/11/2008,"Wyden, Ron [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Government Operations and Politics",Infrastructure,Irrigation,"Irrigation districts",Oregon,"Water rights","Water supply","Wildlife conservation","Public Lands and Natural Resources",Rivers,"State laws","Water conservation","Water Resources Development","Agriculture and Food",Animals,"Construction costs","Environmental Protection","Fishery management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S.2739,,,,,,,,,,CRS,,,"05/08/2008 Became Public Law No: 110-229.",,,,,,,,,," <p><b>(This measure has not been amended since it was introduced. The summary of that version is repeated here.)</b></p> <p>North Unit Irrigation District Act of 2007 - Modifies a repayment contract between the Secretary of the Interior and the North Unit Irrigation District, Oregon. Permits the District to engage in, or take advantage of, conserved water projects authorized by Oregon law. Authorizes the Secretary to renegotiate in the future such contract terms as the District directors determine to be necessary, only upon the written request of the District directors and the consent of the Commissioner of Reclamation.</p>",,,,,,
"S. 265",https://www.congress.gov/bill/110th-congress/senate-bill/265,"110th Congress (2007-2008)","Little Butte/Bear Creek Subbasins Water Feasibility Act","Smith, Gordon H. [Sen.-R-OR] (Introduced 01/11/2007)",Republican,01/11/2007,"Senate - Energy and Natural Resources","Indefinitely postponed by Senate by Unanimous Consent. (consideration: CR S5530)",06/11/2008,"Wyden, Ron [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Agriculture and Food","Economics and Public Finance","Environmental assessment","Environmental Protection","Federal aid to water resources development","Governmental investigations",Infrastructure,Irrigation,Oregon,"Water conservation","Water pollution control","Water quality","Water Resources Development","Water supply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S.2739,,,,,,,,,,CRS,,,"05/08/2008 Became Public Law No: 110-229.",,,,,,,,,," <p><b>(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.)</b></p> <p>Little Butte/Bear Creek Subbasins Water Feasibility Act - Authorizes the Secretary of the Interior, acting through the Bureau of Reclamation, to participate in the Water for Irrigation, Streams and the Economy Project water management feasibility study and environmental impact statement in accordance with the Memorandum of Agreement Between City of Medford and Bureau of Reclamation for the Water for Irrigation, Streams and the Economy Project, dated July 2, 2004.</p> <p>Authorizes appropriations. Sets the non-federal share at 50% of the Bureau's costs in carrying out this Act. Permits the non-federal share to be in the form of certain in-kind services.</p>",,,,,,
"S. 264",https://www.congress.gov/bill/110th-congress/senate-bill/264,"110th Congress (2007-2008)","Wallowa Lake Dam Rehabilitation and Water Management Act of 2007","Smith, Gordon H. [Sen.-R-OR] (Introduced 01/11/2007)",Republican,01/11/2007,"Senate - Energy and Natural Resources","Indefinitely postponed by Senate by Unanimous Consent. (consideration: CR S5530)",06/11/2008,"Wyden, Ron [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Animals,"Construction costs",Dams,"Economics and Public Finance",Energy,"Federal aid to water resources development","Fishery management","Government liability",Lakes,Law,"Marine and coastal resources, fisheries",Minorities,"Native Americans",Oregon,Salmon,"Water conservation","Water Resources Development",Watersheds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S.2739,,,,,,,,,,CRS,,,"05/08/2008 Became Public Law No: 110-229.",,,,,,,,,," <p>Wallowa Lake Dam Rehabilitation and Water Management Act of 2007 - Authorizes the Secretary of the Interior, acting through the Commissioner of Reclamation, to provide grants to, or enter into cooperative or other agreements with, tribal, state, and local governmental entities and the Associated Ditch Companies, Incorporated (ADC) (nonprofit corporation that operates the Wallowa Lake Dam) to plan, design, and construct facilities needed to implement the Wallowa Lake Dam Rehabilitation Program.</p> <p>Directs the Secretary, as a condition of providing funds, to ensure that: (1) the Rehabilitation Program and any activities under this Act meet the standards of the dam safety program of Oregon; (2) ADC agrees to assume liability for any work performed or supervised with such funds; and (3) the United States shall not be liable for damages arising out of any act relating to a facility rehabilitated or constructed with such funds, regardless of whether the damages arose during or after the rehabilitation or construction.</p> <p>Limits the federal share of the cost of activities authorized under this Act to 50%. Prohibits crediting against the federal share: (1) any expenditure by the Bonneville Power Administration in the Wallowa River watershed; or (2) expenditures made by individual agricultural producers in any federal commodity or conservation program. Requires the Secretary, in carrying out this Act, to comply with applicable Oregon state water law. Prohibits the federal government from holding title to, or being responsible for the operation and maintenance of, any facility rehabilitated or constructed under this Act. </p> <p>Declares that activities funded under this Act shall not be considered a supplemental or additional benefit under federal reclamation law.</p> <p> Authorizes appropriations. </p> <p>Terminates the Secretary's authority to carry out this Act 10 years after its enactment.</p>",,,,,,
