"Downloaded on",03/04/2025,"18:23:45 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%2295%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 947",https://www.congress.gov/bill/95th-congress/senate-bill/947,"95th Congress (1977-1978)","A bill to declare certain federally owned land known as the Yardeka School land to be held in trust for the Creek Nation of Oklahoma.","Bartlett, Dewey F. [Sen.-R-OK] (Introduced 03/09/1977)",Republican,03/09/1977,"House - Interior and Insular Affairs | Senate - Indian Affairs (Select)","Public Law 95-329.",07/28/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Indian lands","Native Americans",Oklahoma,"Public Lands and Natural Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares certain federally owned land known as the Yardeka School land to be held in trust for the Creek Nation of Oklahoma.",,,,,,
"S. 946",https://www.congress.gov/bill/95th-congress/senate-bill/946,"95th Congress (1977-1978)","A bill entitled ""Whale Preservation Act.""","Weicker, Lowell P., Jr. [Sen.-R-CT] (Introduced 03/09/1977)",Republican,03/09/1977,"Senate - Commerce, Science, and Transportation","Referred to Senate Committee on Commerce, Science, and Transportation.",03/09/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Animals and Animal Protection","Endangered species",Fisheries,Fishing,"Marine mammal protection","Marine mammals",Whales,Whaling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Whale Preservation Act - Requires the Secretary of Commerce to declare it unlawful for any person foreign or domestic, to conduct whaling activities within the fishery conservation and management zone of the United States with the exception of certain Alaskan natives. <p>Authorizes the Secretary to issue permits to United States citizens to take whales within such zone for purposes of research or display or to enhance whale stock. <p>Sets forth civil and criminal penalties for violation of this Act. <p>Outlines the search and seizure procedures authorized by this Act.  Sets forth the procedure for disposition of seized cargo.",,,,,,
"S. 944",https://www.congress.gov/bill/95th-congress/senate-bill/944,"95th Congress (1977-1978)","A bill to repeal the provisions of law allowing automatic cost-of-living adjustments in the salaries of Members of Congress.","Griffin, Robert P. [Sen.-R-MI] (Introduced 03/08/1977)",Republican,03/08/1977,"Senate - Governmental Affairs","Referred to Senate Committee on Governmental Affairs.",03/08/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Congress,"Congressional salaries and pensions","Cost of living","Members of Congress",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Legislative Reorganization Act of 1946 to abolish automatic cost-of-living pay adjustments for Members of Congress.",,,,,,
"S. 941",https://www.congress.gov/bill/95th-congress/senate-bill/941,"95th Congress (1977-1978)","A bill to amend the Library Services and Construction Act to provide for a program of Federal aid to large urban public libraries.","Javits, Jacob K. [Sen.-R-NY] (Introduced 03/08/1977)",Republican,03/08/1977,"Senate - Human Resources","Referred to Senate Committee on Human Resources.",03/08/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Grants-in-aid,Libraries,States,"Urban affairs","Urban areas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Library Services and Construction Act to provide for a program of grants to the States to be used by public libraries serving cities with a population of more than 100,000 for the purpose of purchasing books and other library materials.",,,,,,
"S. 934",https://www.congress.gov/bill/95th-congress/senate-bill/934,"95th Congress (1977-1978)","A bill to establish a program of management and policy study commissions of the Government of the United States of America.","Bartlett, Dewey F. [Sen.-R-OK] (Introduced 03/08/1977)",Republican,03/08/1977,"Senate - Governmental Affairs","Referred to Senate Committee on Governmental Affairs.",03/08/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Advisory bodies","Federal advisory bodies","Government Operations and Politics","Independent regulatory commissions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Management and Policy Strike-Force Act - Establishes as an independent agency of the United States a Policy-Management Study Coordination Office made up of the President, the Comptroller General, the Director of the Office of Management and Budget, two Senators, and two Representatives.  Directs the Office to appoint as many Management and Policy Strike-Forces (MAPS) as it deems necessary to conduct studies of the efficiency and effectiveness of the Government.  States that the Office shall require each MAPS to submit to it interim and final reports as it may require and to disseminate such reports to the public. <p>Provides that each MAPS shall consist of three members who are not employees of the federal Government and who are not now and never have been Members of either House of Congress. <p>Terminates each MAPS within 60 days after submission of its final report. Terminates the Office 180 days after the date of submission of the final MAPS report.",,,,,,
"S. 933",https://www.congress.gov/bill/95th-congress/senate-bill/933,"95th Congress (1977-1978)","A bill to terminate the authorizations for Lafayette Dam and Reservoir, Big Pine Dam and Reservoir, and Clifty Creek Dam and Reservoir in the State of Indiana.","Lugar, Richard G. [Sen.-R-IN] (Introduced 03/08/1977)",Republican,03/08/1977,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",03/08/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Dams,Indiana,"Public works",Reservoirs,"Water Resources Development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Terminates the authorizations of Lafayette Dam and Reservoir, Big Pine Dam and Reservoir, and Clifty Creek Dam and Reservoir, Indiana.",,,,,,
"S. 927",https://www.congress.gov/bill/95th-congress/senate-bill/927,"95th Congress (1977-1978)","A bill to establish a Minority Business Development and Assistance Administration in the Department of Commerce for the purpose of improving Federal assistance to minority business enterprises.","Dole, Robert J. [Sen.-R-KS] (Introduced 03/07/1977)",Republican,03/07/1977,"Senate - Governmental Affairs","Referred to Senate Committee on Governmental Affairs.",03/07/1977,"DeConcini, Dennis [Sen.-D-AZ]","Domenici, Pete V. [Sen.-R-NM]","Mathias, Charles McC., Jr. [Sen.-R-MD]","Proxmire, William [Sen.-D-WI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Advisory bodies","Business and commerce",Commerce,"Department of Commerce","Executive reorganization","Federal advisory bodies","Federal officials","Government Operations and Politics",Minorities,"Minority business enterprises",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Minority Business Development and Assistance Act - Establishes the Minority Business Development and Assistance Administration in the Department of Commerce.  Creates the position of the Assistant Secretary of Commerce for Minority Business Development and Assistance to direct such Administration.  Empowers the Assistant Secretary to make grants and enter into contracts with any person in order to provide management and technical assistance to minority enterprises. <p>Sets forth the functions of the Assistant Secretary including the establishment of goals for other Federal departments which may affect minority business enterprises and the collection and dissemination of information useful for the undertaking and the promoting of minority businesses. Directs the heads of Federal departments to cooperate with the Secretary of Commerce by furnishing specified information. <p>Establishes the Advisory Council for Minority Enterprise to advise the Secretary on economic and social developments which affect minority business enterprises. <p>Directs the Secretary of Commerce to submit as a part of the annual report of the Department of Commerce a report of his activities under this Act. <p>Authorizes the appropriation of $10,000,000 in each fiscal year and such other sums as may be necessary to carry out the provisions of this Act.",,,,,,
"S. 920",https://www.congress.gov/bill/95th-congress/senate-bill/920,"95th Congress (1977-1978)","A bill relating to the disposition of certain recreational demonstration project lands by the State of Oklahoma.","Bartlett, Dewey F. [Sen.-R-OK] (Introduced 03/04/1977)",Republican,03/04/1977,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources","Public Law 95-342.",08/11/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Environmental Protection","Mines and mineral resources","Mining leases",Oklahoma,"Public Lands and Natural Resources",Recreation,"Recreation areas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4691,,,CRS,,"05/15/1978 Measure laid on table in House, S. 920 passed in lieu.",,,"(Measure passed House, amended, in lieu of H.R. 4691) <p> Authorizes the State of Oklahoma to convey oil and gas mineral leases to those lands situated within the project designated as the Lake Murray Recreational Demonstration Area in Carter County, Oklahoma.  Directs the State of Oklahoma to surrender the present deed and the United States to issue a new deed to the State of Oklahoma for such lands, which deed shall include oil and gas exploration and development as permitted uses, conditioned on approval of development plans by the Secretary of the Interior and assurances that such development will preserve the natural, scenic, and recreational values of the Demonstration Area to the maximum extent possible. Requires the State of Oklahoma to pay to the Secretary 50 percent of all of the gross proceeds received from oil and gas development on the lands subsequent to the issuance of the deed.  Directs the Secretary to deposit such moneys paid into the general fund of the Treasury as miscellaneous receipts.",,,,,,
"S. 917",https://www.congress.gov/bill/95th-congress/senate-bill/917,"95th Congress (1977-1978)","A bill to provide for conveyance of certain lands adjacent to the Gund Ranch, Grass Valley, Nev., to the University of Nevada.","Laxalt, Paul D. [Sen.-R-NV] (Introduced 03/04/1977)",Republican,03/04/1977,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources","Public Law 95-278.",05/12/1978,"Cannon, Howard W. [Sen.-D-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Land transfers",Nevada,"Public Lands and Natural Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"(Reported to Senate from the Committee on Energy and Natural Resources with amendment, S. Rept. 95-521) <p> Directs the Secretary of the Interior to convey to the University of Nevada title of the United States to specified tracts of land to be used for the establishment and operation of a rangeland research station and for the conduct of associated experimental range management and improvement programs.  Requires the University of Nevada to apply for such conveyance within one year of the effective date of this Act.",,,,,,
"S. 916",https://www.congress.gov/bill/95th-congress/senate-bill/916,"95th Congress (1977-1978)","A bill to amend medicare provisions as they relate to rural health facilities.","Laxalt, Paul D. [Sen.-R-NV] (Introduced 03/04/1977)",Republican,03/04/1977,"Senate - Finance","Referred to Senate Committee on Finance.",03/04/1977,"Bartlett, Dewey F. [Sen.-R-OK]","Church, Frank [Sen.-D-ID]","Clark, Dick [Sen.-D-IA]","Domenici, Pete V. [Sen.-R-NM]","Eastland, James O. [Sen.-D-MS]","Garn, E. J. (Jake) [Sen.-R-UT]","Hansen, Clifford P. [Sen.-R-WY]","Leahy, Patrick J. [Sen.-D-VT]","McClure, James A. [Sen.-R-ID]","Nunn, Sam [Sen.-D-GA]","Schmitt, Harrison H. [Sen.-R-NM]","Tower, John G. [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Health,Hospitals,Medicare,"Rural public health","Social Welfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends Title XVIII (Medicare) of the Social Security Act to include within the meaning of the term ""hospital"" under such Title, rural health facilities of 50 beds or less. <p>Sets forth exceptions to staffing, health, and safety requirements set forth for hospitals in the definition of such term.",,,,,,
"S. 915",https://www.congress.gov/bill/95th-congress/senate-bill/915,"95th Congress (1977-1978)","A bill to require an estimate of domestic consumer needs and domestic production of sugar, to provide an annual quota of sugar which may be brought or imported into the United States.","McClure, James A. [Sen.-R-ID] (Introduced 03/04/1977)",Republican,03/04/1977,"Senate - Finance","Referred to Senate Committee on Finance.",03/04/1977,"Griffin, Robert P. [Sen.-R-MI]","Young, Milton R. [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Agriculture and Rural Affairs","Agriculture and Food","Foreign Trade and International Finance","Import restrictions",Imports,Sugar,"Sugar and sugar trade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Sugar Import Restriction Act - Directs the Secretary of Agriculture to estimate the annual sugar needs and production of the United States and to establish sugar importation quotas.",,,,,,
"S. 914",https://www.congress.gov/bill/95th-congress/senate-bill/914,"95th Congress (1977-1978)","A bill to amend the Internal Revenue Code of 1954 in order to tax excess petroleum industry profits, to encourage investments in the expansion of domestic energy supplies, and to create an incentive tax credit for research and development of new or expanded energy sources.","McClure, James A. [Sen.-R-ID] (Introduced 03/04/1977)",Republican,03/04/1977,"Senate - Finance","Referred to Senate Committee on Finance.",03/04/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Business and commerce",Energy,"Energy research","Excess profits tax","Income tax","Investment tax credit","Petroleum and petroleum products","Petroleum industry","Research and development","Tax credits",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Internal Revenue Code to impose an excess profits surtax on the taxable income of all petroleum industry corporations having an invested capital structure exceeding $2,500,000. Sets the rate of the tax at 90 percent of the amount by which the taxable income of the corporation exceeds the average rate of return on capital investment for all manufacturing corporations for the taxable year as determined by the Federal Trade Commission.  Excludes from income subject to this surtax amounts used for exploration, research, or development of new energy sources, fuels, on uses. <p>Makes sums invested (1) in domestic research and development facilities for new or expanded energy sources, or (2) to increase the domestic energy supply or its more efficient use, eligible for the investment tax credit.",,,,,,
"S. 913",https://www.congress.gov/bill/95th-congress/senate-bill/913,"95th Congress (1977-1978)","A bill amending section 1951(b)(2) of title 18, United States Code.","Bartlett, Dewey F. [Sen.-R-OK] (Introduced 03/04/1977)",Republican,03/04/1977,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",03/04/1977,"Garn, E. J. (Jake) [Sen.-R-UT]","Goldwater, Barry [Sen.-R-AZ]","Griffin, Robert P. [Sen.-R-MI]","Hansen, Clifford P. [Sen.-R-WY]","Laxalt, Paul D. [Sen.-R-NV]","McClellan, John L. [Sen.-D-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Business and commerce","Crime and Law Enforcement",Extortion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Redefines ""extortion"" for purposes of provisions prohibiting interference with commerce by threat or violence.",,,,,,
"S. 912",https://www.congress.gov/bill/95th-congress/senate-bill/912,"95th Congress (1977-1978)","A bill to return Congress, through the implementation of procedural reforms, the ability to insure that rules and regulations promulgated through the administrative process shall reflect the intent of Congress.","Bellmon, Henry L. [Sen.-R-OK] (Introduced 03/04/1977)",Republican,03/04/1977,"Senate - Governmental Affairs","Referred to Senate Committee on Governmental Affairs.",03/04/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative procedure",Congress,"Congressional oversight","Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Regulatory Control Act - Requires rules promulgated by an agency to implement a public law to be submitted to the congressional committee where such law originated.  Prohibits such rule from becoming effective if disapproved by such committee within 60 days of submittal.",,,,,,
"S. 911",https://www.congress.gov/bill/95th-congress/senate-bill/911,"95th Congress (1977-1978)","A bill for the relief of Mee Hwa Hong.","Weicker, Lowell P., Jr. [Sen.-R-CT] (Introduced 03/04/1977)",Republican,03/04/1977,"House - Judiciary | Senate - Judiciary","Referred to House Committee on the Judiciary.",08/04/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Authorizes the Attorney General to approve the petition filed by a certain married couple on behalf of a certain individual defined as a child under the Immigration and Nationality Act.",,,,,,
"S. 902",https://www.congress.gov/bill/95th-congress/senate-bill/902,"95th Congress (1977-1978)","A bill to assure that the Federal Government protects and serves the interests of consumers.","Pearson, James B. [Sen.-R-KS] (Introduced 03/03/1977)",Republican,03/03/1977,"Senate - Governmental Affairs","Referred to Senate Committee on Governmental Affairs.",03/03/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Attorneys general",Commerce,"Consumer education","Consumer organizations","Consumer protection","Department of Justice","Government Operations and Politics","Independent regulatory commissions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Consumer Protection Act - Establishes within each Federal agency an Office of Consumer Counsel headed by a Consumer Counsel appointed by the President by and with the advice and consent of the Senate, independent of all other offices of the agency of which such Counsel is a part. <p>States that each Consumer Counsel shall represent the interests of consumers within and before the agency of which his Office is a part and before the courts by intervening in any court action involving such agency when such Counsel determines that such intervention is necessary to protect consumers interests.  Permits such Counsel to initiate a civil action on its own behalf or as the representative of an aggrieved consumer.  Prohibits the intervention by such Counsel in proceedings before State or local agencies and courts.  Requires each Counsel to transmit consumer complaints against his agency to the proper official for appropriate action.  Requires such Counsel to maintain a public document file of each such consumer complaint and the action taken with respect to such complaint. <p>Creates, within the Department of Justice, the position of Assistant Attorney General for Consumer Protection, to be appointed by the President by and with the advice and consent of the Senate, to coordinate and assist the Offices of Consumer Counsel. <p>Requires that each Counsel compile and distribute to the public consumer information including:  (1) the functions of his Office; (2) consumer products and services; (3) problems encountered by consumers; and (4) notices of consumer-impacting hearings, proposed and final rules and orders, and other activities of the agency of which such Office is a part. <p>Directs each Counsel to conduct and support research concerning the interests of consumers which does not duplicate activities of other agencies. <p>Allows each Counsel to obtain from any Federal agency any information deemed necessary to perform his functions, except specified classified, national security, personal privacy, trade secret, and financial information.",,,,,,
"S. 899",https://www.congress.gov/bill/95th-congress/senate-bill/899,"95th Congress (1977-1978)","A bill to amend the Toxic Substances Control Act to establish a program for assistance to States which establish programs of assistance for the protection and indemnification of individuals injured in their business or person by chemical substances.","Griffin, Robert P. [Sen.-R-MI] (Introduced 03/03/1977)",Republican,03/03/1977,"Senate - Commerce, Science, and Transportation","Referred to Senate Committee on Commerce, Science, and Transportation.",03/03/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Chemicals,"Environmental Protection","Polybrominated biphenyls",States,"Toxic substances legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4524,,,Senate,,"03/04/1977 Referred to House Committee on Interstate and Foreign Commerce.",,,"<p>Toxic Substances Injury Assistance Act - Amends the Toxic Substances Control Act to authorize the Administrator of the Environmental Protection Agency to make grants to States for up to 75 percent of the amounts paid by such States in toxic substances injury assistance to qualified individuals and businesses.  Stipulates that priority shall be given in granting assistance to actions principally involving polybrominated biphenyls. <p>Imposes conditions upon applicants for assistance under this Act.  Authorizes the Administrator to make grants to States for the establishment and operation of medical programs designed to monitor adverse effects of chemical substances.  Authorizes the Administrator to make payments to individuals for actual medical expenses incurred as a result of exposure to injurious chemical substances. <p>Authorizes the appropriation of $50,000,000 for each of fiscal years 1977, 1978, and 1979 to the Administrator for grants authorized by this Act.",,,,,,
"S. 898",https://www.congress.gov/bill/95th-congress/senate-bill/898,"95th Congress (1977-1978)","A bill entitled ""Spill Prevention and Cleanup for Energy Transportation Systems Act of 1977.""","Brooke, Edward W. [Sen.-R-MA] (Introduced 03/03/1977)",Republican,03/03/1977,"Senate - Environment and Public Works, Commerce, Science, and Transportation","Referred to Senate Committee on Commerce, Science, and Transportation.",03/03/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Advisory bodies","Coast guard","Compensation (Law)","Department of Commerce","Department of Transportation","Environmental Protection","Liability for oil pollution","Marine and coastal resources, fisheries","Marine pollution","Marine safety",Ocean,"Oil pollution","Petroleum and petroleum products","Petroleum industry","Public safety","Research and development",Ships,"Ships and shipping",Tankers,"Toxic substances legislation","Water Resources Development",,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Spill Prevention and Cleanup for Energy Transportation Systems Act - <b>Title I: Federal Oil and Toxic Substance Tanker Pollution Liability and Compensation</b> - Prohibits discharges of oil or toxic substances in harmful quantities as determined by the President under applicable provisions of the Federal Water Pollution Control Act.  Imposes civil penalties for violations of such prohibition.  Imposes criminal penalties for failures to report discharges of oil or toxic substances. <p>Authorizes the President to take action to  remove discharged oil or toxic materials, or to allow the owner or operator of the discharging vessel to undertake removal activities.  Stipulates that all cleanup costs shall be borne by the owner and operator of such vessel. <p>Imposes strict liability for damages resulting from oil spills upon owners or operators of vessels, within specified limits.  Establishes defenses to claims of liability for discharges caused by Act of war or negligence or intentional acts of the damaged party or the Federal Government. <p>Establishes a Federal Oil and Toxic Substances Tanker Pollution Liability and Compensation Administration in the Department of Transportation.  Directs the Administration to (1) establish and maintain a Federal Oil and Toxic Substances Pollution Compensation Fund to pay for cleanup costs and damages not otherwise compensated under this Act; (2) act as trustee of the natural resources of the marine environment on behalf of the public to recover for damages to such resources; (3) require owners and operators of vessels to maintain evidence of financial responsibility; (4) establish procedures for the fair and expeditious settlement of claims arising under this Act; (5) allow public access to information, and (6) submit an annual report to the President and the Congress. <p>Imposes a five cent per barrel  fee on all transfers of oil or toxic substances between vessels and onshore or offshore facilities, or between vessels and deepwater ports.  Stipulates that such fees shall be collected in order to maintain the Fund at a level not to exceed $250,000,000. <p>Establishes procedures governing administrative hearings and judicial review of claims arising under this Act.  Authorizes the Attorney General to sue on behalf of classes of damaged citizens. <p>Authorizes appropriations for fiscal years 1977, 1978, and 1979, for the administration of this Act. <p><b>Title II: Prevention of Tanker Collision and Cargo Loss</b> - Amends the Ports and Waterways Safety Act of 1974 to include vessels in the fishery conservation zone within the scope of Federal regulatory authority over ships and shipping. <p>Directs the Secretary of Transportation to establish an offshore vessel traffic control system in ports, navigable waters, territorial seas, and fisheries conservation zones of the United States. Lists criteria to be included in regulations to be issued by the Secretary for the control of vessel traffic.  Requires the Secretary to direct the National Transportation Safety Board to establish and administer a Vessel Traffic, Safety and Discharge Information System to include vessel traffic records and reports. <p>Exempts vessels of foreign nations which are not destined for ports in the United States from the requirements of this title. Imposes minimum vessel design, safety, and equipment standards to be applicable after January 1, 1978.  Requires installation of specified navigational aids and use of segregated ballast in vessels above a specified tonnage.  Requires installation of double bottoms or double hulls in vessels constructed after June 30, 1977. <p>Prohibits vessels from entering the navigable waters of the United States without having been issued certificates of compliance with applicable safety and equipment standards by the Secretary. <p>Directs the Secretary to prescribe standards relating to the manning of vessels with adequately trained and qualified personnel. <p>Authorizes persons designated by the Secretary as marine safety officers to board and inspect vessels subject to the provisions of this Act, and to take necessary enforcement action.  Directs the Secretary to establish a national program of inspection to insure compliance with this title. <p>Imposes civil and criminal penalties for violation of the provisions of this title. <p><b>Title III:  Tanker Safety and Marine Pollution Research Program</b> - Directs the Secretary of Transportation to establish within the Coast Guard an Office of Operational and Environmental Safety Research. Directs the Office, within 18 months of the date of enactment of this title, to report to Congress on various aspects of vessel safety. <p>Directs the Secretary of Commerce to establish within the National Oceanic and Atmospheric Administration an Office of National Marine Research and Information to coordinate research activities with respect to marine waters and marine resources.  Requires the establishment of an interagency Oceans Research Planning Board to submit to Congress a National Ocean Research Plan for a comprehensive research program to achieve designated objectives.",,,,,,
