"Downloaded on",03/04/2025,"18:30:33 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22101%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 500",https://www.congress.gov/bill/101st-congress/senate-bill/500,"101st Congress (1989-1990)","A bill to provide incentive grants to one elementary and two secondary schools of excellence in each congressional district, and for other purposes.","McConnell, Mitch [Sen.-R-KY] (Introduced 03/02/1989)",Republican,03/02/1989,"Senate - Labor and Human Resources","Referred to Subcommittee on Education, Arts, Humanities.",03/14/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Academic performance",Education,"Educational accountability","Educational tests","Elementary education","Federal aid to education",Mathematics,"Performance based education","Rating of teachers","School administrators","Scientific education","Secondary education","Teacher salaries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Excellence in Education Act of 1989 - Authorizes the Secretary of Education to make grants to local educational agencies (LEAs) for education excellence and vital skills incentives. <p>Limits the amount and duration of any such grant to an LEA for an elementary school or for a secondary school. <p>Directs the Secretary to select, on the basis of specified criteria, one elementary school and one secondary school of excellence for each congressional district and make one education excellence incentive grant to the LEA having authority over such school.  Makes the selection criteria improvements in academic performance and attendance.  Gives academic performance twice as much weight as attendance.  Directs the Secretary to establish a list of recognized national standardized tests for academic performance determinations. <p>Directs the Secretary to select, on the basis of specified criteria, one secondary school of excellence in vital skills (i.e. mathematics and general science) in each congressional district and make one incentive grant to the LEA with authority over that school.  Makes the selection criteria improvement in academic performance in mathematics and science skills and improvement in attendance.  Gives academic performance twice as much weight as attendance. Directs the Secretary to establish a list of recognized national standardized tests with emphasis on mathematics and general science skills. <p>Requires establishment of merit selection boards to devise procedures, including specified criteria, for the selection of the principal and teachers who shall be paid merit bonuses. <p>Authorizes appropriations for FY 1989 through 1992, with two-thirds of such funds to be used for education excellence incentive grants and one-third for vital skills incentive grants.",,,,,,
"S. 495",https://www.congress.gov/bill/101st-congress/senate-bill/495,"101st Congress (1989-1990)","A bill to amend title 10, United States Code, to encourage increased utilization of domestic firms in the performance of Department of Defense contracts.","Heinz, John [Sen.-R-PA] (Introduced 03/02/1989)",Republican,03/02/1989,"Senate - Armed Services","Read twice and referred to the Committee on Armed Services.",03/02/1989,"Hatch, Orrin G. [Sen.-R-UT]","Conrad, Kent [Sen.-D-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Buy American","Defense contracts","Defense procurement","Government contractors","Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Requires the Secretary of Defense to furnish to any person, upon request, an explanation of all Department of Defense (DOD) requirements, policies, and practices concerning procurement from domestic firms. Requires the Secretary to publicize the availability of such information. <p>Requires each bid submitted by a contractor in connection with a DOD solicitation to:  (1) specify the minimum percentage of the total dollar amount of the contract that is to be performed by domestic firms; and (2) include a plan for such performance.  Waives the requirement for such plan if the contractor certifies that it is a domestic firm and will perform the entire contract.  Specifies that the percentage amount of domestic subcontracting listed in the bid shall be a significant factor in the evaluation of said bid.  Requires the secretary of the military department concerned or the head defense agency evaluating a bid or proposal for a contract to assign ten percent of the total number of evaluation points to the domestic performance factor.  Requires any contract awarded based on such a bid to include the domestic performance specified. <p>Provides that every 90 days after the department secretary or the defense agency head awards a contract containing such a domestic performance requirement, the secretary or the agency head shall review the contractor's compliance with such requirement and with all subcontracting agreements submitted by the contractor.  Outlines specific subcontracting provisions which will be required in contracts in which domestic performance is a factor. <p>Requires the Inspector General of DOD to investigate a written complaint that a contractor failed to comply with contract requirements.  Provides for the imposition of sanctions as determined appropriate by the Inspector General.",,,,,,
"S. 494",https://www.congress.gov/bill/101st-congress/senate-bill/494,"101st Congress (1989-1990)","A bill to amend the Internal Revenue Code of 1986 to extend for 5 years, and increase the amount of, the deduction for health insurance for self-employed individuals.","Durenberger, Dave [Sen.-R-MN] (Introduced 03/02/1989)",Republican,03/02/1989,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/02/1989,"Burdick, Quentin N. [Sen.-D-ND]","Dole, Robert J. [Sen.-R-KS]","Danforth, John C. [Sen.-R-MO]","Wallop, Malcolm [Sen.-R-WY]","Pryor, David H. [Sen.-D-AR]","Baucus, Max [Sen.-D-MT]","Boren, David L. [Sen.-D-OK]","Boschwitz, Rudy [Sen.-R-MN]","D'Amato, Alfonse [Sen.-R-NY]","Simon, Paul [Sen.-D-IL]","Sanford, Terry [Sen.-D-NC]","Symms, Steven D. [Sen.-R-ID]","Roth Jr., William V. [Sen.-R-DE]","Levin, Carl [Sen.-D-MI]","Armstrong, William L. [Sen.-R-CO]","Wilson, Pete [Sen.-R-CA]","Hollings, Ernest F. [Sen.-D-SC]","Lugar, Richard G. [Sen.-R-IN]","Mack, Connie, III [Sen.-R-FL]","Heinz, John [Sen.-R-PA]","Nickles, Don [Sen.-R-OK]","Daschle, Thomas A. [Sen.-D-SD]","Harkin, Tom [Sen.-D-IA]","Conrad, Kent [Sen.-D-ND]","Cochran, Thad [Sen.-R-MS]","Shelby, Richard C. [Sen.-D-AL]","Grassley, Chuck [Sen.-R-IA]","Cohen, William S. [Sen.-R-ME]","Helms, Jesse [Sen.-R-NC]","Stevens, Ted [Sen.-R-AK]","Gorton, Slade [Sen.-R-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Health,"Health insurance","Income tax","Insurance premiums","Medical economics",Self-employed,"Tax deductions",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Amends Internal Revenue Code provisions relating to the income tax deduction for the health insurance costs of self-employed individuals to: (1) extend the deduction through 1994 (under current law it will expire after tax year 1989); and (2) increase the allowable deduction from 25 percent to 100 percent.",,,,,,
"S. 492",https://www.congress.gov/bill/101st-congress/senate-bill/492,"101st Congress (1989-1990)","A bill to amend the Internal Revenue Code of 1986 to provide that the amount of the earned income tax credit will be related to family size.","Boschwitz, Rudy [Sen.-R-MN] (Introduced 03/02/1989)",Republican,03/02/1989,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/02/1989,"Sanford, Terry [Sen.-D-NC]","Jeffords, James M. [Sen.-R-VT]","Coats, Daniel [Sen.-R-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Earnings,"Income tax","Indexing (Economic policy)","Tax credits",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Job Enhancement for Families Act of 1989 - Amends Internal Revenue Code provisions governing the earned income tax credit to:  (1) increase from $5,714 to $7,143 the amount of earned income subject to the credit; and (2) increase the credit percentage incrementally from 14 percent to 35 percent, adjusted annually for inflation, as the number of the taxpayer's dependent children increases from one to four or more.",,,,,,
"S. 491",https://www.congress.gov/bill/101st-congress/senate-bill/491,"101st Congress (1989-1990)","A bill to reduce atmospheric pollution to protect the stratosphere from ozone depletion, and for other purposes.","Chafee, John H. [Sen.-R-RI] (Introduced 03/02/1989)",Republican,03/02/1989,"Senate - Environment and Public Works","Subcommittee on Environmental Protection. Hearings held. Hearings printed: S.Hrg. 101-120.",05/19/1989,"Baucus, Max [Sen.-D-MT]","Reid, Harry [Sen.-D-NV]","Jeffords, James M. [Sen.-R-VT]","Pell, Claiborne [Sen.-D-RI]","Kerry, John F. [Sen.-D-MA]","Conrad, Kent [Sen.-D-ND]","Lieberman, Joseph I. [Sen.-D-CT]","Mitchell, George J. [Sen.-D-ME]","Cranston, Alan [Sen.-D-CA]","Boschwitz, Rudy [Sen.-R-MN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"Air pollution control",Climate,"Climate change and greenhouse gases","Electric appliances","Environmental Protection",Fluorocarbons,"Foreign Trade and International Finance","Gas appliances","Import restrictions",Labeling,Ozone,Stratosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Stratospheric Ozone and Climate Protection Act of 1989 - Directs the Administrator of the Environmental Protection Agency to publish a priority list of manufactured substances known or reasonably anticipated to cause atmospheric modification, including stratospheric ozone depletion, and to assign an ozone depletion potential to each substance.  Requires the Administrator to list simultaneously and update annually other manufactured substances meeting the same criteria, assigning ozone depletion potentials for each.  Includes specified chlorofluorocarbons on each list.  Requires producers of substances on either list to report initially and annually to the Administrator on such production until it ceases. <p>Limits production of substances on the priority list to 1986 levels effective July 1, 1989.  Requires further scheduled reductions by July 1, 1992, and July 1, 1995.  Prohibits the production, effective July 1, 1997, of any quantity of a listed substance unless the Administrator authorizes limited production of such substance for medical purposes. <p>Authorizes the President to issue orders regarding the use of halon-1211, halon-1301, and halon-2402 if the use of such substances is necessary to protect national security interests.  Exempts such orders from the requirements of this Act. <p>Requires the Administrator to promulgate regulations regarding: (1) the use, recapture, recycling, and safe disposal of substances covered by this Act; and (2) the use of any manufactured substance that may exacerbate the problem of human induced global climate change. <p>Prohibits, after 1992, the knowing use, release, or disposal of any substance covered by this Act (with specified exceptions) in a fashion which permits such substance to enter the environment.  Exempts from such prohibition releases associated with:  (1) the approved use of medical devices and diagnostic products for medical purposes; (2) good-faith attempts to recapture and recycle or safely dispose of such substances; and (3) the servicing or repair of equipment which contains such substances but does not include an aperture which allows the recapture of such substances, if, during the first servicing or repair after the effective date of this Act, an aperture or other such feature is installed. <p>Prohibits, effective July 1, 1997, the introduction into interstate commerce or use of a priority listed substance except for medical purposes and, for a period not to exceed ten years after such date, to maintain and service household appliances. <p>Prohibits the production, effective July 1, 1989, of substances covered by this Act in quantities sufficient for the ozone depletion potential to exceed the level of depletion for any such substance for 1986.  Requires the Administrator to promulgate regulations establishing production limitations for such substances that yield not less than a 95 percent reduction in total ozone depletion in 1997.  Provides that if the Administrator fails to promulgate such regulations, it shall be unlawful, effective July 1, 1997, to produce such substances in quantities yielding an ozone depletion potential greater than five percent of the 1986 level of depletion for any such substance. <p>Prohibits imports of such substances or products manufactured using such substances, unless the exporting nation has an equivalent or more stringent production reduction program.  Requires the Administrator to certify national programs, such certification to be reviewed annually.  Equates imports with production when determining a manufacturer's required reductions. <p>Requires containers of listed substances to carry labeling stating the contents and potential damaging effects. <p>Authorizes the Administrator to assess civil penalties or seek injunctive relief for violations and to revoke any permit for continued noncompliance.  Establishes criminal penalties for knowing violations. <p>Sets forth procedures for review of regulations promulgated under this Act.",,,,,,
"S. 484",https://www.congress.gov/bill/101st-congress/senate-bill/484,"101st Congress (1989-1990)","A bill for the relief of Taras Eugene Bileski and Rina Bileski.","Boschwitz, Rudy [Sen.-R-MN] (Introduced 03/01/1989)",Republican,03/01/1989,"Senate - Judiciary","Referred to Subcommittee on Immigration and Refugee Affairs.",03/13/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Immigration,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Declares two named individuals to have been lawfully admitted to the United States for permanent residence under the Immigration and Nationality Act. </p>",,,,,,
"S. 483",https://www.congress.gov/bill/101st-congress/senate-bill/483,"101st Congress (1989-1990)","A bill for the relief of Hreinn Pio Francisco Lindal.","Boschwitz, Rudy [Sen.-R-MN] (Introduced 03/01/1989)",Republican,03/01/1989,"Senate - Judiciary","Referred to Subcommittee on Immigration and Refugee Affairs.",03/13/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Immigration,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Declares a named individual to have been lawfully admitted to the United States for permanent residence under the Immigration and Nationality Act. </p>",,,,,,
"S. 482",https://www.congress.gov/bill/101st-congress/senate-bill/482,"101st Congress (1989-1990)","A bill for the relief of Abu-Ras Nehad and Fadia Salem.","Boschwitz, Rudy [Sen.-R-MN] (Introduced 03/01/1989)",Republican,03/01/1989,"Senate - Judiciary","Referred to Subcommittee on Immigration and Refugee Affairs.",03/13/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Immigration,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Declares two named individuals to have been lawfully admitted to the United States for permanent residence under the Immigration and Nationality Act. </p>",,,,,,
"S. 480",https://www.congress.gov/bill/101st-congress/senate-bill/480,"101st Congress (1989-1990)","A bill to authorize the several States and District of Columbia to collect certain taxes with respect to sales of tangible personal property by nonresident persons who solicit such sales.","Cochran, Thad [Sen.-R-MS] (Introduced 03/01/1989)",Republican,03/01/1989,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/01/1989,"Johnston, J. Bennett [Sen.-D-LA]","Breaux, John B. [Sen.-D-LA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Intergovernmental tax relations","Interstate commerce","Local taxation","Mail-order business","Retail trade","Sales tax","State taxation","Tax administration","Tax returns",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Equity in Interstate Competition Act of 1989 - Empowers any State and the District of Columbia to require a person to collect a State sales tax imposed with respect to the sale of tangible personal property if: (1) the destination of sale is in such State; and (2) the person engages in regular or systematic soliciting of sales there and has, within a specified one-year period, gross receipts from the sale of such property that exceed either $500,000 within the State or $12,500,000 nationally. <p>Lists requirements that will qualify certain local sales taxes for treatment as State sales taxes. <p>Restricts the authority of a State with respect to accounting and reporting requirements applied to those collecting and paying State sales tax.  Applies State law to those collecting the taxes.",,,,,,
"S. 479",https://www.congress.gov/bill/101st-congress/senate-bill/479,"101st Congress (1989-1990)","A bill to amend the Internal Revenue Code to allow for deduction of qualified adoption expenses and for other purposes.","Hatch, Orrin G. [Sen.-R-UT] (Introduced 03/01/1989)",Republican,03/01/1989,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/01/1989,"Thurmond, Strom [Sen.-R-SC]","Metzenbaum, Howard M. [Sen.-D-OH]","Levin, Carl [Sen.-D-MI]","Cochran, Thad [Sen.-R-MS]","Humphrey, Gordon J. [Sen.-R-NH]","Symms, Steven D. [Sen.-R-ID]","Gore, Albert, Jr. [Sen.-D-TN]","Simon, Paul [Sen.-D-IL]","Coats, Daniel [Sen.-R-IN]","Boschwitz, Rudy [Sen.-R-MN]","Grassley, Chuck [Sen.-R-IA]","McConnell, Mitch [Sen.-R-KY]","Lieberman, Joseph I. [Sen.-D-CT]","Heflin, Howell [Sen.-D-AL]","Helms, Jesse [Sen.-R-NC]","Pressler, Larry [Sen.-R-SD]","Stevens, Ted [Sen.-R-AK]","Shelby, Richard C. [Sen.-D-AL]","Hollings, Ernest F. [Sen.-D-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Adoption,Costs,"Employee benefit plans","Income tax","Tax deductions","Tax exclusion",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Fairness for Adopting Families Act - Amends the Internal Revenue Code to permit an individual income tax deduction for qualified adoption expenses.  Includes as deductible all reasonable and necessary expenses that do not violate a Federal or State law and that are directly related to a legal adoption of any child if the adoption has been arranged by a State, local, or other nonprofit agency, or through a private placement. <p>Excludes from an employee's gross income any amounts paid on behalf of the employee by an employer pursuant to a qualified adoption assistance program. <p>Limits both the deduction and the exclusion to $5,000.  Reduces the amount when the taxpayer's income  exceeds $60,000. <p>Permits an employer to treat an adoption assistance program as a statutory employee benefit plan, thus making the employer's contributions to such a program tax deductible as business expenses.",,,,,,
"S. 477",https://www.congress.gov/bill/101st-congress/senate-bill/477,"101st Congress (1989-1990)","A bill to require the use, in Federal formula grant programs, of adjusted census data, and for other purposes.","Mack, Connie, III [Sen.-R-FL] (Introduced 02/28/1989)",Republican,02/28/1989,"Senate - Governmental Affairs","Read twice and referred to the Committee on Governmental Affairs.",02/28/1989,"Graham, Bob [Sen.-D-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Census,"Federal aid programs","Government Operations and Politics",Grants-in-aid,"Local finance","Population statistics","State finance",Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1631,,,CRS,,,"08/01/1989 Unfavorable Executive Comment Received from Commerce.",,,"<p>Fair Share Act of 1989 - Requires the use of the most recent annual population data when determining the amount of benefit under Federal programs for a State, county, or local unit of government.",,,,,,
"S. 474",https://www.congress.gov/bill/101st-congress/senate-bill/474,"101st Congress (1989-1990)","A bill to amend the Immigration and Nationality Act to deny the adjudication of certain political asylum claims made in the United States.","Gramm, Phil [Sen.-R-TX] (Introduced 02/28/1989)",Republican,02/28/1989,"Senate - Judiciary","Referred to Subcommittee on Immigration and Refugee Affairs.",03/13/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative procedure",Aliens,"Central America",Immigration,"North America","Right of asylum","South America",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Political Asylum Application Reform Act of 1989 - Amends the Immigration and Nationality Act to make certain North, Central, or South Americans who fail to apply for U.S. asylum from a safe haven country ineligible to apply for asylum in the United States. <p>Provides for proceedings expediting the exclusion and deportation of persons who violate such asylum provision. <p>Defines ""safe haven country"" as one (other than that of the aliens nationality or last habitual residence) with which the United States has consular relations.",,,,,,
"S. 471",https://www.congress.gov/bill/101st-congress/senate-bill/471,"101st Congress (1989-1990)","A bill to amend the Mineral Lands Leasing Act of 1920 to authorize the Secretary of the Interior to lease, in an expeditious and environmentally sound manner, the public lands within the Coastal Plain of the North Slope of Alaska for oil and gas exploration, development, and production.","Murkowski, Frank H. [Sen.-R-AK] (Introduced 02/28/1989)",Republican,02/28/1989,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",02/28/1989,"Stevens, Ted [Sen.-R-AK]","Garn, E. J. (Jake) [Sen.-R-UT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Alaska,"Arctic and polar regions",Canada,Energy,"Energy policy","Environmental Protection","Foreign Trade and International Finance","Oil and gas leases",Petroleum,"Petroleum in submerged lands","Public Lands and Natural Resources","Trade agreements","Trade negotiations","Wildlife refuges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Arctic Coastal Plain Public Lands Leasing Act of 1989 - Amends the Mineral Lands Leasing Act of 1920 to direct the Secretary of the Interior to implement a competitive oil and gas leasing program on the public lands of the Coastal Plain (in Alaska) in order to assure expeditious exploration, development, and production of the area's oil and gas resources.  Requires that activities be conducted to achieve the reasonable protection of wildlife resources, the environment, and subsistence users. <p>Directs the Secretary to provide impact aid to affected communities to ensure the availability of public services necessitated by the leasing program. <p>Authorizes the Secretary of State to initiate discussions with the Canadian Government regarding mutual planning for the development and transportation of crude oil and natural gas resources in the Arctic region under the respective jurisdiction of each country, both onshore and offshore.",,,,,,
"S. 463",https://www.congress.gov/bill/101st-congress/senate-bill/463,"101st Congress (1989-1990)","A bill to extend patent numbered 3,387,268, ""Quotation Monitoring Unit"", for a period of ten years.","D'Amato, Alfonse [Sen.-R-NY] (Introduced 02/28/1989)",Republican,02/28/1989,"Senate - Judiciary","Referred to Subcommittee on Patents, Copyrights and Trademarks.",03/13/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Patents,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Directs the Secretary of Commerce to extend, upon its expiration, a certain numbered patent for a period of ten years. </p>",,,,,,
"S. 461",https://www.congress.gov/bill/101st-congress/senate-bill/461,"101st Congress (1989-1990)","A bill to amend title XVIII of the Social Security Act to permit payment for services of physician assistants outside institutional settings","Grassley, Chuck [Sen.-R-IA] (Introduced 02/28/1989)",Republican,02/28/1989,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/28/1989,"Matsunaga, Spark M. [Sen.-D-HI]","Exon, J. James [Sen.-D-NE]","Daschle, Thomas A. [Sen.-D-SD]","Burdick, Quentin N. [Sen.-D-ND]","Levin, Carl [Sen.-D-MI]","Stevens, Ted [Sen.-R-AK]","Pressler, Larry [Sen.-R-SD]","Murkowski, Frank H. [Sen.-R-AK]","Conrad, Kent [Sen.-D-ND]","Harkin, Tom [Sen.-D-IA]","Hollings, Ernest F. [Sen.-D-SC]","Helms, Jesse [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Health,Medicare,"Physicians' assistants","Social Welfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Amends title XVIII (Medicare) of the Social Security Act to cover services performed by a physician assistant regardless of the setting or geographical location in which such services are rendered.",,,,,,
